material_id,chem_formula,R$_0$,B,Pb_chemenv,num_Pb_chemenvs,Pb_wyckoff,num_Pb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Pb_sites,num_CN_env,num_charge_states,PbX_coordn,PbO_coordn,mean_coordn_Pb-X,min_coordn_Pb-X,max_coordn_Pb-X,mean_coordn_Pb-O,min_coordn_Pb-O,max_coordn_Pb-O,mean_Pb_charge,min_Pb_charge,max_Pb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_PbO_BondL
mp-1198565,CuPb5Se4(ClO3)4,1.791477840208924,0.6511411047257394,"Dodecahedron with triangular faces - p2345 plane normalized, Square antiprism",2,"4f, 2e",2,"[5.272927165392016, 2.353613004389035, 2.455025645687733]",0.333,3.3605219384895944,AB4C4D5E12,2,3,1,"[8.0, 8.0, 8.0]","[4.0, 6.0, 8.0]",8.0,8.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.6666666666666667,1,2,"Cl-, O2-","Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cl-Cu-O-Pb-Se,0.0,-1.4259520568990371,0.6854,5,Monoclinic,2/m,C2/c,chlorate,,,Cu,,Pb,,"C, O, P, S, Se",Cl,,,,"B $\in$ [0.5, 1]",Positive B,2.701870530893305
mp-1198573,Sr2YCu3(PbO4)2,0.908633481290187,2.195111189201177,See-saw,1,4h,1,[3.287746386304792],0.0,3.287746386304792,AB2C2D3E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-Sr-Y,0.023811186435544,-1.914919451728518,0.0,5,Orthorhombic,mmm,Pmna,oxide,,Sr,"Cu, Y",,Pb,,"C, O, P, S",,,,,B > 1,Positive B,2.6270981770292825
mp-1198906,V2Co3TePb3O14,1.8142618147686185,0.696574417640291,no_data,1,no_data,1,no_data,0.0,no_data,AB2C3D3E14,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-O-Pb-Te-V,0.0,-1.8119050170289848,2.2327,5,Monoclinic,2,P2,oxide,,,"V, Co",,Pb,Te,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.7458585091631234
mp-1198968,Be2P2PbO8,4.4396609112922025,-1.4098227322167387,Square-face capped square prism,1,4e,1,[5.763095858128356],1.0,5.763095858128356,AB2C2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Be-O-P-Pb,0.0,-2.788215279560439,4.5437,4,Monoclinic,2/m,P2_1/c,oxide,,Be,,,Pb,B,"O, P",,,,,B < -1,Negative B,2.6732405453341697
mp-1198984,Fe3P3PbO13,1.5172447094325343,0.8548955432192255,Square antiprism,1,2e,1,[4.729963137958137],0.0,4.729963137958137,AB3C3D13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Fe-O-P-Pb,0.006675338458324,-2.291405899446429,0.5588000000000001,4,Monoclinic,2/m,P2_1/m,oxide,,,Fe,,Pb,,"O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,2.5899446665441332
mp-1199242,Pb(IO3)2,2.050225427675655,0.4688388138897085,"Square-face monocapped antiprism, Square-face bicapped trigonal prism",2,2i,1,"[3.461059961311265, 4.701507641181797]",0.0,4.081283801246531,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",r2SCAN,I-O-Pb,0.005697238888885,-0.648173559722222,3.0485,3,Triclinic,-1,P-1,iodate,,,,,Pb,,"O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.669706416807443
mp-1199265,Nb2Pb2Se4O15,2.2650854758105843,0.4564608979167855,Square-face bicapped trigonal prism,1,4f,1,[5.066172628625543],1.0,5.066172628625543,A2B2C4D15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Pb-Se,0.0,-1.891284144538043,2.662099999999999,4,Monoclinic,2/m,C2/c,oxide,,,Nb,,Pb,,"N, O, P, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7423429016930623
mp-1199449,Mn9(PbO5)4,2.1864952457936195,0.3939609197859187,"Pentagonal pyramid, Triangular cupola",2,"4c, 8d",2,"[0.732588535316796, 1.212525798416806, 8.764800208545227]",0.333,3.569971514092943,A4B9C20,2,2,1,"[3.0, 9.0]","[3.0, 9.0]",6.0,3.0,9.0,6.0,3.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb,0.003926855850856,-1.813506205799373,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5908734184966438
mp-1199458,Co2BP4H2Pb4ClO18,2.3446352063824896,0.2688290435415699,"Tricapped triangular prism (three square-face caps), Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Triangular cupola, Square-face bicapped trigonal prism",4,"4c, 12f",2,"[4.467674932351521, 3.388385418617718, 2.815050004965195, 2.783044871653807]",0.0,3.3635388068970604,ABC2D2E4F4G18,4,2,1,"[5.0, 9.0]","[4.0, 9.0]",7.0,5.0,9.0,6.5,4.0,9.0,2.0,2.0,2.0,1.5,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,B-Cl-Co-H-O-P-Pb,0.036981809687498,-2.20148969078869,3.0187,7,Trigonal,-3m,R-3c,hypochlorite,,,Co,,Pb,B,"H, C, O, P",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6978964400510637
mp-1199541,NaB5PbO9,3.032617952579628,-0.1325441416156442,End-trigonal-face capped trigonal prism,1,4e,1,[16.602177113940332],1.0,16.602177113940332,ABC5D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Na-O-Pb,0.0,-2.677595987794541,4.586,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Pb,B,"N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.7492176970663262
mp-1199741,Zn3TeP2Pb3O14,1.8835937902389592,0.6186905192901344,"Square antiprism, Square-face capped trigonal prism, Trigonal prism",3,"1b, 1a, 2e",3,"[2.616300177244252, 3.741289803321088, 3.208210867788767, 3.612616902326423, 3.450213359791157, 3.801354155835348, 3.46107870424184, 4.700486019528004, 3.549689200909871, 3.31621301302828, 4.575800931655413, 3.606336159348777]",0.0,3.6366324412516025,AB2C3D3E14,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-Pb-Te-Zn,0.0,-2.087704986708073,3.1622,5,Monoclinic,2,P2,oxide,,,Zn,,Pb,Te,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.747196854249054
mp-1199752,Cs4PbO3,2.131031269753103,0.1417478885725435,Triangular non-coplanar,1,2a,1,"[0.7229937765102711, 0.39407406958148405]",0.0,0.5585339230458776,AB3C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Cs-O-Pb,0.002722580937497,-1.365739155765086,1.6856,3,Monoclinic,2,P2_1,oxide,Cs,,,,Pb,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1888055392367747
mp-1200432,Ca2Al8PbO15,2.8556424173655115,-1.163109430029099,Square pyramid,1,4c,1,[6.266574439079196],1.0,6.266574439079196,AB2C8D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O-Pb,0.0,-3.316381144711539,3.9161,4,Orthorhombic,mmm,Pnma,oxide,,Ca,,,"Al, Pb",,"C, O, P",,,,,B < -1,Negative B,2.38202722120204
mp-1200529,CuAsPbO5,2.201321909871385,0.3755163521403763,Square antiprism,1,4a,1,[3.5775576987310362],0.0,3.5775576987310362,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cu-O-Pb,0.042693339687505,-1.41888194625,0.402699999999999,4,Orthorhombic,222,P2_12_12_1,oxide,,,Cu,,Pb,As,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6182640953712886
mp-1200548,B5Pb2IO9,1.8704546720585635,0.5965120433816257,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Tricapped triangular prism (three square-face caps)",2,4c,1,"[6.8234285889182615, 7.223600691743903]",1.0,7.023514640331083,AB2C5D9,2,2,1,"[8.0, 9.0]","[6.0, 7.0]",8.5,8.0,9.0,6.5,6.0,7.0,2.0,2.0,2.0,2.0,2,2,"I-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-I-O-Pb,0.0,-2.482953740637255,3.3111,4,Orthorhombic,mm2,Pnn2,hypoiodite,,,,,Pb,B,"O, P",I,,,,"B $\in$ [0.5, 1]",Positive B,2.7540641636002574
mp-1200630,B8H4PbO15,2.460607411067516,0.207450577635595,Triangular cupola,1,4e,1,[3.7236346717978783],0.0,3.7236346717978783,AB4C8D15,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-H-O-Pb,0.0,-2.448575631101189,4.763299999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,B,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7810932195980995
mp-1200668,Cu2Si2Pb7(S2O13)2,2.603908266403981,0.1119253263733429,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism, Bicapped octahedron (opposed cap faces), Metabidiminished icosahedron",4,"1a, 2i",2,"[4.461123099832125, 7.865467748824109, 2.5036561549798133, 4.508588925965887]",0.25,4.834708982400484,A2B2C4D7E26,4,4,1,"[10.0, 3.0, 6.0, 9.0]","[10.0, 3.0, 6.0, 9.0]",7.0,3.0,10.0,7.0,3.0,10.0,2.0,2.0,2.0,1.25,1,2,"O-, O2-","Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-S-Si,0.041223939471548,-1.9028028365853664,0.3836,5,Monoclinic,2/m,C2/m,oxide,,,Cu,,Pb,Si,"C, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5947699679242544
mp-1200772,Ba2YCu3(PbO4)2,0.8651776736912093,2.312117998013581,See-saw,1,4e,1,[3.675755083054589],0.0,3.675755083054589,AB2C2D3E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-O-Pb-Y,0.009973899003911,-2.0395879659375,0.0,5,Orthorhombic,222,P222_1,oxide,,Ba,"Cu, Y",,Pb,B,"C, O, P",,,,,B > 1,Positive B,2.6645065874310845
mp-1200969,B3Pb3NO10,2.4806145917355136,0.0141845301665831,"Pentagonal pyramid, Square antiprism",2,"4c, 8d",2,"[13.13223035676854, 10.295462806909015]",1.0,11.713846581838776,AB3C3D10,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,B-N-O-Pb,0.0,-2.025612645882354,3.0129,4,Orthorhombic,mmm,Pnma,oxide,,,,,Pb,B,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.495175252508585
mp-1201056,BPb3O4F,1.5749900780617574,1.1178189571251251,"Square-face monocapped antiprism, Square pyramid",2,"4d, 8e",2,"[3.718914669328004, 5.008704199561697]",0.5,4.363809434444851,ABC3D4,2,2,1,"[5.0, 7.0]","[3.0, 6.0]",6.0,5.0,7.0,4.5,3.0,6.0,2.0,2.0,2.0,2.0,2,2,"F-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-F-O-Pb,0.00771474416667,-2.083261125462963,2.3445,4,Orthorhombic,mmm,Pbcm,fluoride,,,,,Pb,B,"O, P",F,,,,B > 1,Positive B,2.5033489905920465
mp-1201110,Pb3WO6,2.4715878396270954,0.0824483554752688,"See-saw, Square pyramid, Pentagonal pyramid",3,4e,1,"[8.98959712729981, 5.789080606945053, 6.106411723979962]",1.0,6.961696486074942,AB3C6,3,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Pb-W,0.0427126430625,-1.777760717249998,2.3694,3,Monoclinic,2/m,P2_1/c,oxide,,,W,,Pb,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5595571447615226
mp-1201413,BPb7Br3O7,1.9376105481776,0.6140290741907971,"Triangular non-coplanar, Square non-coplanar, See-saw",3,4f,1,"[2.7250596238883533, 0.894795570997134, 0.796278731130384, 7.753327652282982, 1.681472572663956, 1.593329699042639, 10.560471391201055]",0.286,3.714962177315215,AB3C7D7,3,4,1,"[5.0, 6.0, 6.0, 7.0]","[3.0, 3.0, 4.0, 4.0]",6.0,5.0,7.0,3.5,3.0,4.0,2.0,2.0,2.0,2.0,2,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Br-O-Pb,0.0,-1.680483183425925,1.9254,4,Monoclinic,2/m,C2/c,oxide,,,,,Pb,B,"O, P",Br,,,,"B $\in$ [0.5, 1]",Positive B,2.4550846227001317
mp-1201529,VB(PbO2)4,1.9268057030468744,0.647992954243649,"Octahedron, Pentagonal pyramid, Square-face capped trigonal prism",3,4e,1,"[4.984465871871662, 2.049910330412021, 8.837094977992143, 4.762145899285682]",0.25,5.158404269890377,ABC4D8,3,3,1,"[5.0, 6.0, 7.0]","[5.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,B-O-Pb-V,0.0,-2.026531270654761,2.9657,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,Pb,B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.6520163522623434
mp-1201579,BaFeCoPbO5,1.1733863791971282,1.1782785395383422,Pentagonal pyramid,1,4c,1,[9.312686388902447],1.0,9.312686388902447,ABCDE5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ba-Co-Fe-O-Pb,0.040374090781245,-1.809277596111111,0.0,5,Orthorhombic,mmm,Pnma,oxide,,Ba,"Fe, Co",,Pb,B,"C, O, P",F,,,,B > 1,Positive B,2.644038358033015
mp-1201606,BP(PbO2)4,1.88131044540307,0.658721199226936,"Pentagonal pyramid, Pentagonal bipyramid, Square-face capped trigonal prism",3,4e,1,"[5.831096643894899, 2.557664953144136, 4.3644697061066875, 7.045357929844546]",0.5,4.949647308247568,ABC4D8,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-O-P-Pb,0.0,-2.142931693129251,3.000499999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.70660400673101
mp-1201630,TiAs2Pb2O9,2.674752157961904,0.0829991572417103,"Square-face bicapped square antiprism, Tricapped octahedron (cap faces are aligned)",2,4e,1,"[5.678358375658191, 4.476369247189849]",0.5,5.07736381142402,AB2C2D9,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-O-Pb-Ti,0.013081781607144,-1.833170616904764,2.6218,4,Monoclinic,2/m,P2_1/c,oxide,,,Ti,,Pb,As,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.813555980221494
mp-1201764,TePb5O8,2.016411746171085,0.5689597450071007,"Square non-coplanar, Square pyramid, Trigonal bipyramid",3,4e,1,"[5.402969903305217, 9.347130323644793, 5.543738691331787, 11.215127141173555, 14.047902622703889]",1.0,9.111373736431847,AB5C8,3,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,O-Pb-Te,0.0,-1.541685600654761,2.2914,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,Te,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.5423161700516923
mp-1202064,Cu3Pb2Se2(NO7)2,1.1569221645305414,1.0242959403054557,Square-face bicapped square antiprism,1,2a,1,"[6.224787358514153, 7.075517749392499]",1.0,6.650152553953326,A2B2C2D3E14,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-N-O-Pb-Se,0.000254359130435,-1.1396154791168471,0.4208,5,Orthorhombic,mm2,Cmc2_1,oxide,,,Cu,,Pb,,"C, N, O, P, S, Se",,,,,B > 1,Positive B,2.840779135210724
mp-1202326,NiP2(PbO4)2,2.5626752886622084,0.1280248532576305,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",2,4e,1,"[5.437880471910016, 3.996891807053273]",0.5,4.717386139481644,AB2C2D8,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-P-Pb,0.0,-2.262851917637363,3.682,4,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,Pb,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6872947593421164
mp-1202476,Cu2H6Pb5C(SO7)3,2.246568047240429,0.3416206866503325,"Bicapped octahedron (cap faces with one edge in common), Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism",3,"4b, 2a",2,"[5.499089281282267, 1.844186916007896, 5.264958439315763]",0.667,4.202744878868642,AB2C3D5E6F21,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,C-Cu-H-O-Pb-S,0.01322755894737,-1.616800001776314,0.5598000000000001,6,Orthorhombic,mm2,Pmn2_1,oxide,,,Cu,,Pb,,"H, C, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7399693790258826
mp-1202558,Cu4As3PbO12,2.171874468738365,0.3826877164491776,Square-face bicapped trigonal prism,1,2i,1,[2.12356241599963],0.0,2.12356241599963,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cu-O-Pb,0.018392786875001,-1.382804926125,0.0,4,Triclinic,-1,P-1,oxide,,,Cu,,Pb,As,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7042383270375816
mp-1202669,Li2CuB4(PbO5)2,2.1290998050039565,0.5160133387745489,Octahedron,1,4f,1,[11.190209207410685],1.0,11.190209207410685,AB2C2D4E10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,B-Cu-Li-O-Pb,0.007473219887213,-2.336317672280701,0.9895,5,Monoclinic,2/m,C2/c,oxide,Li,,Cu,,Pb,B,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.3159902720489334
mp-1202942,Mn3P3PbO12,2.52666467641694,0.1471054036120457,Bicapped octahedron (cap faces with one atom in common),1,2e,1,[6.344156750048546],1.0,6.344156750048546,AB3C3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-P-Pb,0.0,-2.48736967330114,0.8563000000000001,4,Orthorhombic,mmm,Imma,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7414541119415023
mp-1202993,Cu3P4Pb3O16,2.4804262511956456,0.1954125408755258,"Octahedron, Tricapped triangular prism (three square-face caps)",2,"4f, 2e",2,"[8.450313557641016, 6.77775802451749]",1.0,7.614035791079253,A3B3C4D16,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-P-Pb,0.002558203269232,-2.114238172060439,0.497199999999999,4,Monoclinic,2/m,C2/c,oxide,,,Cu,,Pb,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.725008128765054
mp-1203009,CdTe(Pb3O5)2,2.094169631873457,0.4560033638963702,"Octahedron, See-saw, Trigonal bipyramid, Square pyramid",4,"2b, 4c, 2a",3,"[15.215149026424108, 4.33018150007051, 13.911903946280473, 2.36468982646608]",0.5,8.955481074810294,ABC6D10,4,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cd-O-Pb-Te,0.0,-1.518267788148148,2.0475,4,Orthorhombic,222,C222_1,oxide,,,Cd,,Pb,Te,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.532300344339229
mp-1203040,B2Pb4O7,2.1160823050073927,0.4609124368598982,"Triangular non-coplanar, Octahedron, Square pyramid",3,4b,1,"[10.373355534553637, 2.9123428920989163, 18.224339133219992, 5.091320899123429]",0.75,9.150339614748994,A2B4C7,3,3,1,"[3.0, 5.0, 6.0]","[3.0, 5.0, 6.0]",4.666666666666667,3.0,6.0,4.666666666666667,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,B-O-Pb,0.0,-2.046420790641024,2.454499999999999,3,Orthorhombic,mm2,Aea2,oxide,,,,,Pb,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4756029709752863
mp-1203045,Co9Te5(PbO5)6,2.395013782655237,0.188625775456665,"Square-face bicapped square antiprism, Trigonal prism",2,6g,1,"[11.762824894655504, 5.7111528749605]",1.0,8.736988884808001,A5B6C9D30,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Co-O-Pb-Te,0.0,-1.4853319242666672,1.3596,4,Hexagonal,622,P6_322,oxide,,,Co,,Pb,Te,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.572596408928433
mp-1203117,InP3Pb2O11,2.1597256543109906,0.4222173846017373,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,4e,1,"[4.310083651050505, 4.674761318313679]",0.0,4.492422484682091,AB2C3D11,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",GGA,In-O-P-Pb,0.0,-2.44898358547619,4.0204,4,Monoclinic,2/m,P2_1/c,oxide,,,,,"In, Pb",,"O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7245268175635093
mp-1203135,CuTe2PbO7,1.8731060386799523,0.6236240992278657,Trigonal-face bicapped square antiprism,1,4d,1,[6.446194252849083],1.0,6.446194252849083,ABC2D7,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-Te,0.0,-1.414946227803029,0.1653,4,Orthorhombic,mmm,Pbcm,oxide,,,Cu,,Pb,Te,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.8561022192293968
mp-1203380,LiBP2Pb4O11,2.328968795021453,0.3050409870643205,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid, Square-face bicapped trigonal prism",4,8c,1,"[3.90278748595996, 4.040564836550055, 5.5376957042284225, 6.982547539373862]",0.5,5.115898891528075,ABC2D4E11,4,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Li-O-P-Pb,0.005077116776321,-2.336985820422931,2.589899999999999,5,Orthorhombic,mmm,Pbca,oxide,Li,,,,Pb,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6557790731040885
