material_id,chem_formula,R$_0$,B,Gd_chemenv,num_Gd_chemenvs,Gd_wyckoff,num_Gd_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Gd_sites,num_CN_env,num_charge_states,GdX_coordn,GdO_coordn,mean_coordn_Gd-X,min_coordn_Gd-X,max_coordn_Gd-X,mean_coordn_Gd-O,min_coordn_Gd-O,max_coordn_Gd-O,mean_Gd_charge,min_Gd_charge,max_Gd_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GdO_BondL
mp-1197930,CsLi2Gd4(BO3)5,2.069816838137233,0.3790366589403721,"Square antiprism, Square-face monocapped antiprism, Square-face capped trigonal prism",3,"4g, 2e, 2f",3,"[1.096501817289593, 6.836556732614698, 5.064853232245318, 3.437461071519226, 4.092276215923161]",0.4,4.105529813918399,AB2C4D5E15,3,3,1,"[7.0, 8.0, 9.0]","[7.0, 8.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Cs-Gd-Li-O,0.0,-3.231391376653894,2.5666,5,Monoclinic,2/m,P2/c,orthoborate,"Li, Cs",,,,,B,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.419116769733485
mp-1198316,Gd3Si2BO10,2.255147445591178,0.2505014959260906,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",3,8c,1,"[4.707517979749396, 3.654304046821789, 2.614768214904671]",0.0,3.6588634138252853,AB2C3D10,3,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-O-Si,0.012347486901026,-3.576534094401042,2.807,4,Orthorhombic,mmm,Pbca,oxide,,,,,,"B, Si","O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4825253570176375
mp-1198535,KGdH2S2O9,2.3436790993280416,0.0940487538795787,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.808196420776486],0.0,1.808196420776486,ABC2D2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-H-K-O-S,0.0,-2.280624478483334,2.7706,5,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.441166889853278
mp-1201615,Gd4BClO7,2.0149771370808853,0.4443474091233265,"Face-capped octahedron, Square-face capped trigonal prism, Trigonal prism",3,4e,1,"[2.064023245522316, 4.831150318061061, 8.030964981886354, 1.950507407922082]",0.25,4.219161488347954,ABC4D7,3,4,1,"[6.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 6.0, 7.0]",6.75,6.0,8.0,6.0,5.0,7.0,3.0,3.0,3.0,1.75,1,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-Gd-O,0.0,-3.661491158974359,2.975499999999999,4,Monoclinic,2/m,P2_1/c,hypochlorite,,,,,,B,"C, O",Cl,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3685255751929204
mp-1202710,BaGd2Sc2O7,2.243438722051075,0.2820603115323518,Square-face capped trigonal prism,1,8j,1,[3.365493850003211],0.0,3.365493850003211,AB2C2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-O-Sc,0.0,-3.778324668333332,2.9688,4,Tetragonal,4/mmm,P4_2/mnm,oxide,,Ba,Sc,,,B,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4357102895471914
mp-1202971,Ba2Gd2Si4O13,1.9831819038326828,0.5120735029371911,Square-face capped trigonal prism,1,4f,1,[2.762607248544475],0.0,2.762607248544475,A2B2C4D13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Gd-O-Si,0.0,-3.5312099183333343,0.122499999999999,4,Monoclinic,2/m,C2/c,oxide,,Ba,,,,"B, Si","O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4115388327813165
mp-1203147,Na3Gd(PO4)2,2.0864695803587736,0.3893453149620637,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,"4f, 2e",2,"[2.698828504428152, 2.267546932541716]",0.0,2.483187718484934,AB2C3D8,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-Na-O-P,0.0,-2.9361952097683552,3.035999999999999,4,Monoclinic,2/m,C2/c,phosphate,Na,,,,,,"N, O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.436091297825954
mp-1203163,GdV(SeO4)2,2.43694995905187,0.0448046560947321,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,2e,1,"[4.494763162846146, 3.7381619586375923]",0.0,4.116462560741869,ABC2D8,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-O-Se-V,0.0,-2.165693715390625,2.0264,4,Monoclinic,2/m,P2_1/m,oxide,,,V,,,,"O, S, Se",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4955523143525413
mp-1203247,Gd(NO3)3,2.352789233873322,0.1468487488078184,Square-face bicapped square antiprism,1,4e,1,[4.202495461000375],0.0,4.202495461000375,AB3C9,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Gd-N-O,0.0,-1.446212558846155,2.5904,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.5231167140242525
mp-1203437,GdH(SeO4)2,2.1954997202394804,0.1976523292218001,Square antiprism,1,8c,1,[0.6196586558710641],0.0,0.6196586558710641,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Gd-H-O-Se,0.0,-1.443391811197917,2.8802000000000003,4,Orthorhombic,mmm,Pbca,oxide,,,,,,,"H, O, S, Se",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.400757987642332
mp-1203539,GdSbMo2O9,2.4264420356532184,-0.0039023119066347,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,"[0.40581607957625804, 1.294615552366007]",0.0,0.8502158159711325,ABC2D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Sb,0.015374924903843,-2.36572649923077,2.7112,4,Monoclinic,2/m,C2/c,oxide,,,Mo,,,Sb,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4224483459152815
mp-1203805,Gd4B4O11F2,2.4044241348426443,0.1073637599607404,"Square-face monocapped antiprism, Square-face bicapped square antiprism",2,4f,1,"[2.052817090600285, 1.8360151364168271]",0.0,1.9444161135085563,A2B4C4D11,2,2,1,"[9.0, 10.0]","[6.0, 9.0]",9.5,9.0,10.0,7.5,6.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-F-Gd-O,0.032976649520501,-3.522709323888887,2.905,4,Monoclinic,2/m,C2/c,fluoride,,,,,,B,O,F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.486866063166432
mp-1204194,Gd3MoO7,2.0134982953146365,0.4490106627415685,"Face-capped octahedron, Pentagonal bipyramid",2,4a,1,"[4.089240969726508, 2.785049235833489, 1.8886360370171251]",0.0,2.9209754141923745,AB3C7,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Mo-O,0.0,-3.345289248863636,0.0,3,Orthorhombic,222,P2_12_12_1,oxide,,,Mo,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.398020195461142
mp-1204299,Na2GdMnAs2O9,2.080451201327674,0.3644573931393148,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,"[1.299343154217033, 1.330096008758055]",0.0,1.314719581487544,ABC2D2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,As-Gd-Mn-Na-O,0.001296804729172,-2.326703064045977,1.257,5,Monoclinic,2/m,P2_1/c,oxide,Na,,Mn,,,As,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.447461130786575
mp-1204314,Gd(BO2)3,1.9803196103328744,0.4944403207855988,"Square antiprism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",3,4c,1,"[6.8536592954562465, 3.469618937778661, 2.513440556435036, 2.83072726292453]",0.25,3.916861513148618,AB3C6,3,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-O,0.0,-3.175375804062499,2.692999999999999,3,Orthorhombic,mmm,Pnma,metaborate,,,,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4580445310711014
mp-1204595,Gd4Si2S3O7,2.190824080612781,0.2683791468052508,"Tricapped triangular prism (three square-face caps), Trigonal prism",2,"8g, 8h",2,"[1.347213500391514, 1.6919266343936799]",0.0,1.519570067392597,A2B3C4D7,2,2,1,"[9.0, 6.0]","[6.0, 3.0]",7.5,6.0,9.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-S-Si,0.040895426249997,-3.242937973281249,1.186599999999999,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,,,,Si,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4604367158734117
mp-1208851,Sr2GdBiO6,2.3513501940815056,-0.0826431970799883,Octahedron,1,2d,1,[0.100783228173838],0.0,0.100783228173838,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Gd-O-Sr,0.0,-2.826859505,1.5339,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,,,Bi,B,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2939424106566317
mp-1209102,Sr2GdTaO6,2.3001655084453008,0.0060744375071559,Octahedron,1,2d,1,[0.08029466939617601],0.0,0.08029466939617601,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Sr-Ta,0.0,-3.563219399233332,3.557,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ta,,,,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.304385111063965
mp-1209311,RbGd(MoO4)2,2.6948241966855813,-0.2101016295873206,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.501396913239507],0.0,1.501396913239507,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Rb,0.022697946875,-2.509732578541667,3.1212,4,Monoclinic,2/m,C2/c,oxide,Rb,,Mo,,,,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.459049631510897
mp-1209393,RbGd(MoO4)2,1.79050709742812,0.6824612093862791,Square antiprism,1,4c,1,[1.012378547522777],0.0,1.012378547522777,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O-Rb,0.0,-2.5324305254166672,3.1143,4,Orthorhombic,mmm,Pbcn,oxide,Rb,,Mo,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.444438260058517
mp-1210527,Na2GdTa5O15,2.32784186348652,0.2296469319241865,Cuboctahedron,1,2b,1,[0.139096756465448],0.0,0.139096756465448,AB2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Na-O-Ta,0.031371716739116,-3.105152336376815,2.2663,4,Tetragonal,4/mmm,P4/mbm,oxide,Na,,Ta,,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.6483756702974617
mp-1210920,LiGd(WO4)2,2.3982474314386955,-0.0996505237392471,Octahedron,1,2f,1,[1.342013679787656],0.0,1.342013679787656,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Li-O-W,0.0,-2.640321141944444,3.3513,4,Monoclinic,2/m,P2/c,oxide,Li,,W,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3238456669118803
mp-1210959,LiGd(MoO4)2,2.476258179480365,-0.1909297743955028,Octahedron,1,2f,1,[1.429749749081632],0.0,1.429749749081632,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Li-Mo-O,0.035746869999998,-2.494311470277779,2.978399999999999,4,Monoclinic,2/m,P2/c,oxide,Li,,Mo,,,,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.33370500774951
mp-1211045,LiGd2RuO6,1.038103522014577,1.578264214470943,Square-face bicapped trigonal prism,1,4e,1,[1.4896586224861799],0.0,1.4896586224861799,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Li-O-Ru,0.020619058166666,-2.792406803833333,0.163699999999999,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ru,,,,O,,,Gd,,B > 1,Positive B,2.4725394528494085
mp-1211108,LiGd(SO4)2,2.394216319548024,0.0556410129730446,Dodecahedron with triangular faces - p2345 plane normalized,1,2c,1,[2.121232636864634],0.0,2.121232636864634,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-Li-O-S,0.0,-2.390142622361111,2.6325000000000003,4,Tetragonal,-42m,P-4n2,sulfate,Li,,,,,,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.449573048117191
mp-1211455,KGd(MoO4)2,2.6696035744631,-0.1974972087820124,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.454680209226548],0.0,1.454680209226548,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-K-Mo-O,0.015688787708333,-2.515508298104167,3.182,4,Monoclinic,2/m,C2/c,oxide,K,,Mo,,,,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.446803388389876
mp-1211580,KGd(MoO4)2,1.8315764783934243,0.6273960606429523,Square antiprism,1,4c,1,[1.062439302497073],0.0,1.062439302497073,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-K-Mo-O,0.0,-2.531197085812501,3.1729,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4333419082744294
mp-1211763,KGdTiO4,0.543951712086663,2.0895588546777377,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[4.646559632086018],0.0,4.646559632086018,ABCD4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-K-O-Ti,0.006935406428567,-3.364131046154763,2.1484,4,Orthorhombic,mmm,Pbcm,oxide,K,,Ti,,,,O,,,Gd,,B > 1,Positive B,2.4846989585011183
mp-1211764,K3Gd(BO3)2,2.709861389106216,-0.3604724701558299,Pentagonal bipyramid,1,4c,1,[0.92077578791834],0.0,0.92077578791834,AB2C3D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-K-O,0.0,-2.812669496881944,2.6966,4,Orthorhombic,mmm,Pnma,orthoborate,K,,,,,B,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.4060076397912953
mp-1211850,KLiGd2(MoO4)4,2.157884087489221,0.3012092244023098,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.065675694330333],0.0,2.065675694330333,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-K-Li-Mo-O,0.016958213020846,-2.513669500024306,2.9099,5,Monoclinic,2/m,C2/c,oxide,"Li, K",,Mo,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.433058166316756
mp-1211874,K9Gd3Si12(O16F)2,1.9118672562699195,0.5689305239710364,Octahedron,1,"2i, 1e",2,"[4.27913935889083, 0.329609522076767]",0.0,2.3043744404837985,A2B3C9D12E32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",r2SCAN,F-Gd-K-O-Si,0.0,-3.187452364918101,3.7656,5,Triclinic,-1,P-1,fluoride,K,,,,,Si,"O, S",F,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.306139870843645
mp-1211958,Sr3Gd2(BO3)4,2.0396152260627503,0.4558155769674646,"Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid",2,4a,1,"[5.652127574601675, 3.166711753254323]",0.5,4.409419663927999,A2B3C4D12,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-O-Sr,0.016784608968249,-3.349058801984127,2.5819,4,Orthorhombic,mm2,Pna2_1,orthoborate,,Sr,,,,B,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.454660662013332
mp-1212322,KGdH2C2SO9,2.37539760715085,0.0420436720881755,Square-face bicapped trigonal prism,1,4e,1,[1.436698164187012],0.0,1.436698164187012,ABCD2E2F9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Gd-H-K-O-S,0.035051499943184,-2.131212837953125,2.7929999999999997,6,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, C, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.419470433086209
mp-1212330,Na3GdV2O8,2.2887512961573853,0.1676692166910091,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2a,1,"[2.594391490960401, 2.886090696569501, 2.4963119249444192]",0.0,2.658931370824774,AB2C3D8,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Na-O-V,0.012863569523808,-2.6557315168431863,3.1514,4,Monoclinic,m,Cc,oxide,Na,,V,,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4246663657940735
mp-1212449,Gd2Be2SiO7,1.8754709086286536,0.6321022024804313,Square antiprism,1,4e,1,[1.27589964121307],0.0,1.27589964121307,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Gd-O-Si,0.0,-3.544126313333334,3.314799999999999,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Si","O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4599074948601336
mp-1212476,Li3Gd(NO3)6,2.575517386540381,-0.0470085212286443,Square-face bicapped square antiprism,1,4e,1,[3.599356294940022],0.0,3.599356294940022,AB3C6D18,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-Li-N-O,0.0,-1.419740796607143,2.6228,4,Monoclinic,2/m,P2_1/c,nitrate,Li,,,,,,"N, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5179909695219456
mp-1212488,GdCrGeO5,2.3903355725942874,0.1100609665453305,Square-face bicapped trigonal prism,1,4h,1,[2.6807021023225923],0.0,2.6807021023225923,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Gd-Ge-O,0.0,-2.815770610937498,2.412499999999999,4,Orthorhombic,mmm,Pbam,oxide,,,Cr,,,Ge,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.463125426779947
mp-1212518,GdTiClO3,1.84958414137742,0.5957931468708726,Face-capped octahedron,1,2i,1,[2.777119462357612],0.0,2.777119462357612,ABCD3,1,1,1,[8.0],[4.0],8.0,8.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cl-Gd-O-Ti,0.0,-3.349000653194444,2.9895,4,Monoclinic,2/m,C2/m,chlorate,,,Ti,,,,"C, O",Cl,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.28554861104272
mp-1212540,GdTl(WO4)2,2.614857322104489,-0.1032313346044016,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.8837999452226462],0.0,1.8837999452226462,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Gd-O-Tl-W,0.0,-2.4878075923611123,2.9492000000000003,4,Monoclinic,2/m,C2/c,oxide,,,W,,Tl,,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.471788717670305
mp-1212574,GdAlGe2O7,2.0439827895892164,0.436506114194616,Square-face monocapped antiprism,1,4e,1,[2.952251961288264],0.0,2.952251961288264,ABC2D7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Gd-Ge-O,0.009983110530296,-2.857296123863635,0.3146,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.5087360426827017
mp-1212617,GdTl(MoO4)2,1.8772783831603763,0.5609450230823165,Square antiprism,1,4c,1,[1.022981343454298],0.0,1.022981343454298,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Gd-Mo-O-Tl,0.0,-2.362179484652779,2.9359,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.409269919934842
mp-1212638,Gd2Cu(GeO3)4,1.824841483696644,0.6620249971111084,Square-face capped trigonal prism,1,2i,1,[3.691309169354945],0.0,3.691309169354945,AB2C4D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Gd-Ge-O,0.022467620350907,-2.491866265789473,0.6917,4,Triclinic,-1,P-1,oxide,,,Cu,,,Ge,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.3936873002587737
mp-1212640,GdInO3,1.9049064967085008,0.5636269041290232,Face-capped octahedron,1,"4b, 2a",2,"[3.139819728572996, 3.417717177738458]",0.0,3.2787684531557266,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Gd-In-O,0.0,-2.808384359999996,1.7714,3,Hexagonal,6mm,P6_3cm,oxide,,,,,In,,O,I,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.3866996369609894
mp-1212655,Gd2MnNiO6,1.0338536659376782,1.596946161574595,Square-face bicapped trigonal prism,1,4e,1,[1.8984095128453091],0.0,1.8984095128453091,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mn-Ni-O,0.0,-2.801422737293103,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Ni",,,,"N, O",,,Gd,,B > 1,Positive B,2.4635453764136743
