material_id,chem_formula,R$_0$,B,I_chemenv,num_I_chemenvs,I_wyckoff,num_I_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_I_sites,num_CN_env,num_charge_states,IX_coordn,IO_coordn,mean_coordn_I-X,min_coordn_I-X,max_coordn_I-X,mean_coordn_I-O,min_coordn_I-O,max_coordn_I-O,mean_I_charge,min_I_charge,max_I_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_IO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1198404,Pd(IO3)2,1.9063737250380064,0.1067365022696231,Triangular non-coplanar,1,8c,1,[0.5471365051310251],0.0,0.5471365051310251,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8528625578094886,GGA,I-O-Pd,0.020139315555555003,-0.33421874166666604,0.9186000000000001,3,Orthorhombic,mmm,Pbca,iodate,None,None,Pd,None,None,None,"O, P",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1198439,TlV2I3O13,2.199236121514427,0.5626091217052547,Triangular non-coplanar,1,"2b, 4c",2,"[1.204956787165273, 0.6893885141209031]",0.0,0.9471726506430881,AB2C3D13,1,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",2.052816212871782,GGA_U,I-O-Tl-V,0.0,-1.389782752017545,1.848799999999999,4,Orthorhombic,mm2,Ima2,oxide,None,None,V,None,Tl,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1198489,Hg3H4(IO6)2,1.9588397697988733,0.25872729892616414,Octahedron,1,4e,1,"[0.131354054544663, 0.128169298417481]",0.0,0.129761676481072,A2B3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.9222745659627263,GGA,H-Hg-I-O,0.0,-0.834885097619049,1.144299999999999,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,Hg,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1198619,VAg(IO4)2,2.2932309921260705,1.0464415437045196,Triangular non-coplanar,1,8e,1,"[1.191115192007542, 0.8523496595262111, 1.053182095067142, 1.099457167707994]",0.0,1.0490260285772224,ABC2D8,1,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.0787879904500537,GGA_U,Ag-I-O-V,0.020878287725692002,-1.172486243524306,1.402899999999999,4,Orthorhombic,mmm,Pccn,periodate,None,None,"V, Ag",None,None,None,O,I,None,None,None,B > 1,Positive B
mp-1199242,Pb(IO3)2,1.8487002458456516,0.05757952736651785,Triangular non-coplanar,1,2i,1,"[0.6231522281460441, 0.9066153641139441, 1.083901045267368, 0.723960937905309]",0.0,0.8344073938581663,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.819309905080295,r2SCAN,I-O-Pb,0.005697238888885001,-0.648173559722222,3.0485,3,Triclinic,-1,P-1,iodate,None,None,None,None,Pb,None,"O, P",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1200560,CsAu(IO3)4,2.067519774741806,0.44009601767305107,"See-saw, Triangular non-coplanar",2,2i,1,"[3.742404999928557, 0.535449619856605, 2.8306544682616073, 1.3975290625929842]",0.0,2.1265095376599383,ABC4D12,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.9512332528327962,GGA,Au-Cs-I-O,0.0,-0.9177759949808431,1.934499999999999,4,Triclinic,-1,P-1,iodate,Cs,None,Au,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1200675,KIO3,1.9050858012568805,0.17393875191543887,Triangular non-coplanar,1,"3b, 1a",2,"[0.7435997764648, 0.764979564098743, 0.7638263729290441, 0.759780332408406]",0.0,0.7580465114752484,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.816247567562594,r2SCAN,I-K-O,0.001063786999999,-1.36555921045,2.8533,3,Trigonal,3,R3,iodate,K,None,None,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1201257,Rb2Bi(IO3)5,2.3108948117584047,0.9635341674834572,no_data,1,no_data,1,no_data,0.0,no_data,AB2C5D15,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.052688399959473,GGA,Bi-I-O-Rb,0.0,-1.17871286173913,2.9609,4,Orthorhombic,mm2,Aem2,iodate,Rb,None,None,None,Bi,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1201268,CeV2IO9,2.2093097365358716,0.704369511777698,Triangular non-coplanar,1,4d,1,[1.4503706838517951],0.0,1.4503706838517951,ABC2D9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",1.849728189077281,GGA_U,Ce-I-O-V,0.028203171249995003,-2.28695300326923,0.0,4,Orthorhombic,mmm,Pbcm,hypoiodite,None,None,V,None,None,None,"C, O",I,None,Ce,None,"B $\in$ [0.5, 1]",Positive B
mp-1201992,LaVH2I4O15,1.926672422987891,0.17695280456176463,Triangular non-coplanar,1,2a,1,"[1.013694875296658, 1.132806234187905, 1.028838036882924, 1.098857200574759]",0.0,1.0685490867355616,ABC2D4E15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",1.8368440494776752,GGA_U,H-I-La-O-V,0.019744958858733,-1.456395037065217,2.8357,5,Monoclinic,2,P2_1,oxide,None,None,V,None,None,None,"H, O",I,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202167,K2Bi(IO3)5,2.1022934430656397,0.5788171960957643,"See-saw, Triangular non-coplanar",2,"4d, 2c",2,"[3.465356241460346, 0.783619163203442, 1.229440779710069]",0.0,1.8261387281246189,AB2C5D15,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.0990119049209133,GGA,Bi-I-K-O,0.0,-1.181723325630435,2.9708,4,Orthorhombic,mm2,Aem2,iodate,K,None,None,None,Bi,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1202188,AgIO3,2.338977547042483,0.8849970543182184,Triangular non-coplanar,1,8c,1,[1.105000430009954],0.0,1.105000430009954,ABC3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.050765766068529,SCAN,Ag-I-O,0.010943250000000002,-0.7021254153333331,1.806899999999999,3,Orthorhombic,mmm,Pbca,iodate,None,None,Ag,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1202202,NaAu(IO3)4,2.1450958305517616,0.7804760945682946,"See-saw, Triangular non-coplanar",2,4e,1,"[1.816800926015731, 2.221043847268868]",0.0,2.0189223866422994,ABC4D12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.1224438012395788,r2SCAN,Au-I-Na-O,0.0,-0.488299794166666,1.9991,4,Monoclinic,2/m,P2_1/c,iodate,Na,None,Au,None,None,None,"N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1202346,MgH16(IO8)2,1.937322936160852,0.14421914367742822,Octahedron,1,4e,1,[0.48662354555339804],0.0,0.48662354555339804,AB2C16D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.9292821268240423,GGA,H-I-Mg-O,0.016556099285719002,-1.22040551042857,2.2356,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,Mg,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202389,LaVI5O16,2.0327741279197924,0.35439134357970936,"See-saw, Triangular non-coplanar",2,4e,1,"[3.200497414490978, 1.197370760004731, 1.070390295315507, 1.138743460715151, 1.77538342385791]",0.0,1.6764770708768555,ABC5D16,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",1.9101468445323273,GGA_U,I-La-O-V,0.0,-1.414569243804348,2.3631,4,Monoclinic,2/m,P2_1/c,oxide,None,None,V,None,None,None,O,I,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202716,S2I2O11,2.2483352175662814,0.27497945647052163,See-saw,1,4a,1,"[2.7842094561758812, 3.034381013592362]",0.0,2.9092952348841217,A2B2C11,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.306933265479904,r2SCAN,I-O-S,0.0,-1.237192339166669,2.614099999999999,3,Orthorhombic,mm2,Pna2_1,oxide,None,None,None,None,None,None,"O, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203404,Ag2Mo(I2O7)2,2.2075214762882993,0.9154454625387857,"Square pyramid, Triangular non-coplanar",2,4f,1,"[1.694135692652281, 0.6617888124675501]",0.0,1.1779622525599156,AB2C4D14,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.0843217423134393,GGA_U,Ag-I-Mo-O,0.009820445416662,-0.9568541320634911,1.9610999999999992,4,Monoclinic,2/m,C2/c,oxide,None,None,"Mo, Ag",None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1203570,ZnH16(IO8)2,1.9371043508201697,0.14115067726816916,Octahedron,1,4e,1,[0.46498706243541704],0.0,0.46498706243541704,AB2C16D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.929651034152827,GGA,H-I-O-Zn,0.021390578857143003,-1.128151785,2.069,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,Zn,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1204016,BaH8(IO6)2,1.9836710855237403,0.3714784212121048,Octahedron,1,4f,1,[0.47670713891694705],0.0,0.47670713891694705,AB2C8D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",1.9302029323445875,GGA,Ba-H-I-O,0.022245192608696,-1.250599147391304,1.9917999999999991,4,Monoclinic,2/m,C2/c,hypoiodite,None,Ba,None,None,None,B,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1204231,NiH15IO12,1.9182732862415055,-0.018444457885065213,Octahedron,1,2a,1,[0.19256941106548803],0.0,0.19256941106548803,ABC12D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.9200053331857447,GGA_U,H-I-Ni-O,0.007016029454025001,-1.17635142150862,2.448299999999999,4,Monoclinic,m,Pc,hypoiodite,None,None,Ni,None,None,None,"H, N, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1204764,Bi2I4O13,1.9773851556961854,0.29083947845388597,"See-saw, Triangular non-coplanar",2,4a,1,"[1.311062854788877, 0.881841030067902, 2.445169026987312, 1.5689069691383581]",0.0,1.5517449702456123,A2B4C13,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.8562030379168266,r2SCAN,Bi-I-O,0.0,-0.6688312855263141,3.0737,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,None,None,Bi,B,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1204794,SmH4I3O11,1.8453969507085646,0.0171065981915575,Triangular non-coplanar,1,2i,1,"[1.057315837036257, 1.058624487402932, 0.861308100463808]",0.0,0.9924161416343323,AB3C4D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8367654956709838,GGA,H-I-O-Sm,0.0010267043421110001,-1.411162154736842,3.784,4,Triclinic,-1,P-1,oxide,None,None,None,None,None,None,"H, O, S",I,None,Sm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1205250,CuH5IO7,1.9453728566212696,0.14831622269849273,Octahedron,1,4a,1,[0.28971567117453],0.0,0.28971567117453,ABC5D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.9245359243194156,GGA,Cu-H-I-O,0.043016939374997,-0.9931099209821421,0.09930000000000001,4,Orthorhombic,222,P2_12_12_1,hypoiodite,None,None,Cu,None,None,None,"H, C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1205304,TiI2O7,1.957467767487524,0.25207380985904093,Triangular non-coplanar,1,4b,1,[0.912833270163222],0.0,0.912833270163222,AB2C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8310869764237623,r2SCAN,I-O-Ti,0.0,-1.198768933666667,2.536299999999999,3,Orthorhombic,mm2,Cmc2_1,oxide,None,None,Ti,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1205476,Na3VH11IO13,1.969369551745633,0.34664066297748797,Octahedron,1,2i,1,[0.345964526539954],0.0,0.345964526539954,ABC3D11E13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.9190474328037215,GGA_U,H-I-Na-O-V,0.0,-1.484752435099584,2.5564,5,Triclinic,-1,P-1,hypoiodite,Na,None,V,None,None,None,"H, N, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1208098,Tm(IO3)3,1.8048539218917035,-0.008162839187380533,Triangular non-coplanar,1,4e,1,"[0.7990835769654061, 1.088703045209118, 1.289189544905216]",0.0,1.0589920556932466,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.808997088839074,r2SCAN,I-O-Tm,0.0,-1.113950238269231,3.525,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Tm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1211728,K3In(IO3)6,2.192190139831026,0.8712491022710424,"See-saw, Triangular non-coplanar, Octahedron",3,"2i, 1a",2,"[0.42514776225413803, 2.793326580726947, 0.758802412495561, 1.6297178191600872]",0.0,1.4017486436591833,AB3C6D18,3,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",2.083486429911484,r2SCAN,I-In-K-O,0.0,-1.244360443157739,3.2415,4,Triclinic,-1,P-1,iodate,K,None,None,None,In,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1211893,InH3(IO4)2,1.886035943477341,0.09806732165502319,"Triangular non-coplanar, Octahedron",2,"1c, 2i, 1a",3,"[0.12740899182620902, 0.30263071003879904, 0.6281723218434121, 0.482359208426736]",0.0,0.3851428080337891,AB2C3D8,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.8368670363682922,GGA,H-I-In-O,0.01344551982144,-1.168782179672618,3.590499999999999,4,Triclinic,-1,P-1,periodate,None,None,None,None,In,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1211943,K3In(IO3)6,2.2594460424392206,1.0883681436843458,"Triangular non-coplanar, Octahedron",2,"4b, 2a",2,"[0.435757644478562, 0.656948297747417, 0.616729295716925, 1.552524013709348]",0.0,0.815489812913063,AB3C6D18,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",2.121701047035383,GGA,I-In-K-O,0.0025358633928580002,-1.2418245797648821,2.9139,4,Orthorhombic,mm2,Fdd2,iodate,K,None,None,None,In,None,O,I,None,None,None,B > 1,Positive B
mp-1214520,BaNbI5O16,2.1110143783473725,0.533538468467664,"See-saw, Triangular non-coplanar",2,2a,1,"[1.314117040059058, 0.9272455236631121, 1.216110705461122, 2.394954748645603, 0.9639044963224731]",0.0,1.3632665028302737,ABC5D16,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.893550902361431,GGA,Ba-I-Nb-O,0.0008877290294990001,-1.411197229565216,2.885799999999999,4,Monoclinic,m,Cc,oxide,None,Ba,Nb,None,None,B,"N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1222221,Nd3Pb3I13O40,1.8664466758379525,0.05222683308941228,Triangular non-coplanar,1,"2a, 6b",2,"[1.012343535888659, 0.9944133816632651, 0.991817892744786, 1.425493565596444, 1.235885208820738]",0.0,1.1319907169427785,A3B3C13D40,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",1.8400022807679457,GGA,I-Nd-O-Pb,0.0,-1.350398802415255,2.8386,4,Trigonal,3m,R3c,oxide,None,None,None,None,Pb,None,"N, O, P",I,None,Nd,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1222778,Li2Ti(IO3)6,2.249320396624654,0.8915023050110328,Triangular non-coplanar,1,3d,1,"[1.061295695825823, 0.9978634039649851]",0.0,1.0295795498954041,AB2C6D18,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.9673304422609235,GGA,I-Li-O-Ti,0.0,-1.31082131962963,2.7776,4,Trigonal,3,P3,iodate,Li,None,Ti,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1223560,KH2(IO3)3,2.0815224823049854,0.5200161164763355,"Square pyramid, Triangular non-coplanar",2,1a,1,"[1.06387261303133, 1.014040860636476, 1.470516334231317, 1.757056210417741, 0.8570409184830371, 1.288434276979018]",0.0,1.2418268689631533,AB2C3D9,2,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",2.0560484211244674,GGA,H-I-K-O,0.0,-1.074694043316667,3.2061,4,Triclinic,1,P1,iodate,K,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1223747,K2MnH4(I2O7)2,2.3787444051708126,1.4704279111210419,Triangular non-coplanar,1,4c,1,"[0.706548547983831, 0.8177081973588801]",0.0,0.7621283726713556,AB2C4D4E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.067484168013509,GGA_U,H-I-K-Mn-O,0.0,-1.277860325097242,2.6710000000000003,5,Monoclinic,2,C2,oxide,K,None,Mn,None,None,None,"H, O",I,None,None,None,B > 1,Positive B
mp-1223767,K2MgH4(I2O7)2,2.372305647457055,1.4322263599192397,Triangular non-coplanar,1,2c,1,"[0.6661940148921911, 0.775447185638211]",0.0,0.7208206002652011,AB2C4D4E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals",2.070212357508031,GGA,H-I-K-Mg-O,0.0,-1.36227648578,3.3616,5,Monoclinic,2,C2,oxide,K,Mg,None,None,None,None,"H, O",I,None,None,None,B > 1,Positive B
mp-1223804,K2CoH4(I2O7)2,2.3764706731726006,1.466310639149984,Triangular non-coplanar,1,1a,1,"[0.682366477795027, 0.6830029516781211, 0.6710656805460401, 0.6799821409331841, 0.7901633171086211, 0.819776842414739, 0.8141891788907991, 0.8214981598814991]",0.0,0.7452555936560038,AB2C4D4E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.06605930799889,GGA_U,Co-H-I-K-O,0.0,-1.205955992979999,2.5372,5,Monoclinic,1,C2,oxide,K,None,Co,None,None,None,"H, C, O",I,None,None,None,B > 1,Positive B
mp-1224648,H2PtPbI6O19,1.99423063719166,0.27397361209219573,Triangular non-coplanar,1,1a,1,"[1.745139041207628, 1.859480302369334, 1.8238628802450432, 1.44837693531536, 1.4840445410602712, 1.471259529808733]",0.0,1.6386938716677282,ABC2D6E19,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",1.8575920955642262,GGA,H-I-O-Pb-Pt,0.0059612057758640005,-0.913767805086206,2.2702,5,Triclinic,1,P1,oxide,None,None,Pt,None,Pb,None,"H, O, P",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1227132,La3Pb3I13O40,1.8572644590485983,0.040393575451203256,Triangular non-coplanar,1,"2a, 6b",2,"[1.225571763662414, 0.9505821186071701, 0.8765697475816241, 0.9284413034891571, 1.318486382981248]",0.0,1.0599302632643226,A3B3C13D40,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",1.836811187285475,GGA,I-La-O-Pb,0.0,-1.366693557288136,2.9264,4,Trigonal,3m,R3c,oxide,None,None,None,None,Pb,None,"O, P",I,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1227524,BaTi(IO3)6,2.125585144323843,0.5923556307776727,Triangular non-coplanar,1,3b,1,"[1.313701680532898, 1.403100732256852]",0.0,1.3584012063948752,ABC6D18,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.9541265743281122,GGA,Ba-I-O-Ti,0.0,-1.352691243974359,2.7339,4,Trigonal,3,R3,iodate,None,Ba,Ti,None,None,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1229194,AgAu(IO3)4,2.07909545546785,0.48829356509936783,"See-saw, Triangular non-coplanar",2,2a,1,"[2.443620196181521, 1.389032708680759, 2.243780022989003, 0.6938329541539521]",0.0,1.6925664705013086,ABC4D12,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.0385574422929764,GGA,Ag-Au-I-O,0.0,-0.713105557037036,1.257299999999999,4,Monoclinic,m,Pc,iodate,None,None,"Ag, Au",None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1233182,Sm2MgMo2(I4O15)2,2.1076572316071185,0.5295379154918802,"See-saw, Triangular non-coplanar",2,1a,1,"[3.673030326954552, 1.010639682998869, 1.152159624936509, 1.8923699491178172, 3.427435301359207, 1.010564397010764, 2.634694166926125, 0.670173375448836]",0.0,1.9338833530940849,AB2C2D8E30,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",1.869938540501017,GGA_U,I-Mg-Mo-O-Sm,0.022434885988357002,-1.518817676860464,2.8017000000000003,5,Triclinic,1,P1,oxide,None,Mg,Mo,None,None,None,"O, S",I,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-1233530,Sm2MgMo2(I4O15)2,2.085894920092298,0.4606883934630487,"See-saw, Triangular non-coplanar",2,1a,1,"[3.2762629556954233, 1.057051774625802, 1.132358095564151, 3.654524473259055, 2.714761259962792, 2.426865119745495, 1.08173924383688, 0.621559399398599]",0.0,1.9956402902610246,AB2C2D8E30,2,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",1.9467393520814666,GGA_U,I-Mg-Mo-O-Sm,0.04653507808138,-1.494717484767441,2.7782,5,Triclinic,1,P1,oxide,None,Mg,Mo,None,None,None,"O, S",I,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
