material_id,chem_formula,R$_0$,B,Rh_chemenv,num_Rh_chemenvs,Rh_wyckoff,num_Rh_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Rh_sites,num_CN_env,num_charge_states,RhX_coordn,RhO_coordn,mean_coordn_Rh-X,min_coordn_Rh-X,max_coordn_Rh-X,mean_coordn_Rh-O,min_coordn_Rh-O,max_coordn_Rh-O,mean_Rh_charge,min_Rh_charge,max_Rh_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_RhO_BondL
mp-1229239,BiRh7Pb2O15,2.027710017516178,0.0505821241863949,Octahedron,1,"8h, 2a, 2b, 4e, 4d",5,"[1.041462989806269, 0.604407454796103, 0.6369801536930131, 0.38557185283550405, 0.43853461789739, 0.826634275305632]",0.0,0.6555985573889852,AB2C7D15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Pb-Rh,0.018171443083336,-1.256760508799999,0.0,4,Orthorhombic,mmm,Cmcm,oxide,,,Rh,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.055833434323004
mp-18444,Sr3CuRhO6,2.008564959189288,0.0950738402185279,Octahedron,1,2c,1,[0.5356680134935751],0.0,0.5356680134935751,ABC3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Cu-O-Rh-Sr,0.000930712954542,-2.259917213636363,0.0,4,Monoclinic,2/m,C2/c,oxide,,Sr,"Cu, Rh",,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0473684028133525
mp-28870,PRhO4,2.018866809962467,0.0184457975452388,Octahedron,1,"4g, 2a",2,"[1.127727417083678, 0.140006195959257]",0.0,0.6338668065214674,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-P-Rh,0.0,-1.968267120773808,0.9836,3,Orthorhombic,mmm,Imma,oxide,,,Rh,,,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0300504244192026
mp-3317,SmRhO3,1.9124986191355224,0.2200032350028683,Octahedron,1,4b,1,[0.08152622158764901],0.0,0.08152622158764901,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Rh-Sm,0.0,-2.528890301999999,0.7331000000000001,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.062983683123735
mp-4048,Sr6(RhO3)5,1.9928977328526791,0.0801992507307281,"Trigonal prism, Octahedron",2,"1b, 2c",2,"[0.28796506292212404, 1.2092592818692531, 3.535544356435163]",0.0,1.6775895670755132,A5B6C15,2,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Rh-Sr,0.000409374326922,-2.156219837884615,0.0,3,Trigonal,32,R32,oxide,,Sr,Rh,,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0347050003361336
mp-4582,NdRhO3,1.9190814908886693,0.2147132002657129,Octahedron,1,4b,1,[0.05304150724847401],0.0,0.05304150724847401,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nd-O-Rh,0.0,-2.495162424000007,0.6487,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.065683800740049
mp-4789,PrRhO3,1.9330902515174124,0.1957091391827012,Octahedron,1,4b,1,[0.036536113130333],0.0,0.036536113130333,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Rh,0.0,-2.471270425333332,0.6013000000000001,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.0668066081753365
mp-5163,LaRhO3,1.9635065954740647,0.1518787824404375,Octahedron,1,4b,1,[0.006908127670108],0.0,0.006908127670108,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-O-Rh,0.0,-2.545009926000008,0.5939999999999991,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.0667353277076312
mp-542675,Na(RhO2)2,2.034845395230213,-0.0209409351251064,Octahedron,1,4c,1,"[0.721328112280047, 0.9533062649988091]",0.0,0.8373171886394281,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Na-O-Rh,0.0,-1.232693811785714,0.0,3,Orthorhombic,mmm,Pnma,oxide,Na,,Rh,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0247038936206927
mp-554262,Ba9(RhO3)8,2.0295102915820684,0.0573079028532635,Octahedron,1,"2b, 4c, 2a",3,"[0.8147716693389541, 0.354434261997406, 4.399775468616348, 2.267906066698281, 0.23600892531550502]",0.0,1.6145792783932986,A8B9C24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Rh,0.0,-2.107541306829269,0.0,3,Trigonal,-3m,R-3c,oxide,,Ba,Rh,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0580161705506383
mp-555277,Rh7(PbO5)3,2.033420280792324,0.0251485796048852,Octahedron,1,"2b, 8h, 12i, 6f",4,"[0.710835848806431, 0.6459609713134671, 1.033626498610466, 0.42143528683816406]",0.0,0.702964651392132,A3B7C15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Pb-Rh,0.0,-1.2663883235,0.0,3,Hexagonal,6/mmm,P6_3/mcm,oxide,,,Rh,,Pb,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.047567623955479
mp-558434,Ca3CuRhO6,2.0220325611984253,0.0270605454246197,Octahedron,1,2d,1,[0.42825989702118106],0.0,0.42825989702118106,ABC3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Cu-O-Rh,0.028002621969688,-2.170446796212141,0.0,4,Monoclinic,2/m,C2/c,oxide,,Ca,"Cu, Rh",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0330775580620846
mp-559631,Bi6Rh12O29,2.0005270370747104,0.0851283405430159,Octahedron,1,"4j, 2i, 2g, 2f",4,"[0.6041579502734841, 0.729112591847707, 0.7537353508843241, 0.524519669933045, 0.7824684290450691, 0.9070657509781691, 1.020792373527923, 0.7655616790412331, 0.733203571657781]",0.0,0.7578463741320818,A6B12C29,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Rh,0.024607156170194,-1.054827810531925,0.0141,3,Monoclinic,2/m,C2/m,oxide,,,Rh,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0512130538727464
mp-561047,Sr6(RhO3)5,2.017017403240776,0.0828074127408417,"Trigonal prism, Octahedron",2,"3e, 6f, 1b, 2c",4,"[0.519767626835911, 1.706248537241947, 1.632152094836373, 4.797430432500498, 0.36738519820811805, 4.239837776177731]",0.0,2.21047027763343,A5B6C15,2,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Rh-Sr,0.0,-2.156629212211538,0.0,3,Trigonal,32,R32,oxide,,Sr,Rh,,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0616854329780505
mp-5692,TbRhO3,1.93299440855058,0.1812999440949521,Octahedron,1,4b,1,[0.10615464357399701],0.0,0.10615464357399701,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Rh-Tb,0.0,-2.575770184833334,0.8749000000000001,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.0570185490525663
mp-675025,SbRhO4,2.03793312876643,0.0165659043969023,Octahedron,1,1c,1,[0.924399549947133],0.0,0.924399549947133,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-Rh-Sb,0.03050526000001,-1.314867230833336,0.0,3,Orthorhombic,mmm,Cmmm,oxide,,,Rh,,,Sb,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.049537008558038
mp-686044,Bi12Rh12O41,2.01724243212284,0.0167640909790748,Octahedron,1,"1a, 3d, 1b, 1c",4,"[1.206853825044948, 1.1988498609633211, 1.053343806612659, 0.9132301974505411, 0.9215515988868541, 1.082155769320055, 0.928072812707992, 0.9617141898334011, 0.9602981286441311, 1.052954783245522, 0.9103141971059261, 0.9332139284704001, 0.963036926410585, 0.9717505674213721, 1.070392216528751, 1.218735530639609, 1.15256352207246, 1.30822221330728]",0.0,1.0448474485925447,A12B12C41,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Rh,0.010339544262844,-1.15188059480449,0.0,3,Trigonal,3m,P3m1,oxide,,,Rh,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0270715568391138
mp-753070,Sr3Rh2O7,1.8709477281014133,0.3190932475296786,Octahedron,1,4f,1,[0.011102774025111001],0.0,0.011102774025111001,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Rh-Sr,0.009400350520829,-2.212790678333333,0.0,3,Orthorhombic,mmm,Ccce,oxide,,Sr,Rh,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9986271098962618
mp-754757,SbRhO4,1.9258573747510688,0.1437464139680213,Octahedron,1,2a,1,[0.922388978765554],0.0,0.922388978765554,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-Rh-Sb,0.0,-1.345372490833334,0.0,3,Tetragonal,4mm,I4_1md,oxide,,,Rh,,,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0262684841879515
mp-756638,NbRhO4,2.2280113516008937,-0.2379357938320752,Octahedron,1,2a,1,[0.381529946867642],0.0,0.381529946867642,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Nb-O-Rh,0.014574650863096,-2.212486449166667,0.8726,3,Tetragonal,4mm,I4_1md,oxide,,,"Nb, Rh",,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0284400505285514
mp-757102,Sr2RhO4,1.4194235995129243,1.4258185687663285,Octahedron,1,4f,1,[0.054017372653829006],0.0,0.054017372653829006,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Rh-Sr,0.0,-2.365510500357143,0.0,3,Tetragonal,4/mmm,I4_1/acd,oxide,,Sr,Rh,,,,"O, S",,,,,B > 1,Positive B,1.9982733314422312
mp-758025,Ba3(RhO2)14,1.9913633022445063,0.0923168066043875,Octahedron,1,2i,1,"[0.847642730029675, 0.828846744669234, 0.9579479353607281, 0.665491679376749, 0.6581526714667101, 0.6458706986232491, 0.9519508141616401, 0.9276946564545281, 0.8221012808133791, 0.831471401100705, 0.6507383563055991, 0.7640361822734091, 0.8918438051421481, 0.766470833785304]",0.0,0.800732842111647,A3B14C28,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Rh,0.0,-1.5010433117777762,0.0,3,Triclinic,-1,P-1,oxide,,Ba,Rh,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.042255132168361
mp-760121,Bi12Rh12O41,2.022671870095804,0.0036941347037818,Octahedron,1,"2d, 4e, 2c",3,"[1.020924076623503, 1.045606439588981, 1.016987465400305, 1.082385144273347, 1.064071754646714]",0.0,1.0459949761065699,A12B12C41,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Rh,0.00136152390387,-1.160858615163463,0.0,3,Orthorhombic,mm2,Imm2,oxide,,,Rh,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.025081022244858
mp-760402,TaRhO4,2.130677842313491,-0.1014933321718792,Octahedron,1,2a,1,[0.47437656166621606],0.0,0.47437656166621606,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Rh-Ta,0.0,-2.19205713788889,0.9714,3,Tetragonal,4mm,I4_1md,oxide,,,"Rh, Ta",,,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.035572824008923
mp-760507,AsRhO4,1.858224177917725,0.2040526428760602,Octahedron,1,2a,1,[1.417965658003297],0.0,1.417965658003297,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,As-O-Rh,0.0,-1.138199503750002,0.0,3,Tetragonal,4mm,I4_1md,oxide,,,Rh,,,As,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9941292542350524
mp-765543,Sr3(RhO2)16,1.9995041692461828,0.0681996778835387,Octahedron,1,1a,1,"[0.8306039183180981, 0.6929736044661311, 0.6461114093201731, 0.853527148807891, 0.83577076429672, 0.8752646170869051, 0.5843506299672371, 0.653355658302433, 0.66131281858162, 0.58679465854178, 0.835153046049362, 0.8801924370526221, 0.8465291865912871, 0.632565958855974, 0.685966301504475, 0.8234064826297061]",0.0,0.7452424150232759,A3B16C32,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Rh-Sr,0.0,-1.4726161131372542,0.0,3,Triclinic,1,P1,oxide,,Sr,Rh,,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0353337664277973
mp-766173,Sr(RhO2)2,1.9413911976212863,0.182941018629345,Octahedron,1,"4c, 4e",2,"[0.755639304697977, 0.8892942765224161]",0.0,0.8224667906101966,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Rh-Sr,0.0,-1.7513486389285702,1.3103,3,Orthorhombic,mmm,Pmmn,oxide,,Sr,Rh,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0670519328959136
mp-766286,Bi8Rh8O27,2.020328032013919,0.0099516155175737,Octahedron,1,"1a, 3b",2,"[1.083329216800281, 1.158828005612373, 1.088079331473062, 1.055750999691335]",0.0,1.0964968883942627,A8B8C27,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Rh,0.009244420319767,-1.149887417572681,0.0,3,Trigonal,3m,R3m,oxide,,,Rh,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0253135206222135
mp-772389,Ba9Rh8O27,1.9428315143311703,0.1804939370838735,Octahedron,1,1a,1,"[0.436036466392808, 0.38217726856272005, 0.926261864045897, 0.869557849427896, 0.255300662144617, 0.356589612352103, 0.8891953622259421, 0.9079168060046611, 0.47166202097476, 0.40221691185843805, 0.41497640735886504, 0.366103407887623, 0.36014450088051203, 0.402376958852453, 0.43567088558680606, 0.41436105590119904]",0.0,0.5181592525285813,A8B9C27,1,4,1,"[6.0, 6.0, 6.0, 6.0]","[6.0, 6.0, 6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.75,1,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Rh,0.0,-1.998509767840908,0.0,3,Triclinic,1,P1,oxide,,Ba,Rh,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.020122285829661
