material_id,chem_formula,R$_0$,B,Ta_chemenv,num_Ta_chemenvs,Ta_wyckoff,num_Ta_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ta_sites,num_CN_env,num_charge_states,TaX_coordn,TaO_coordn,mean_coordn_Ta-X,min_coordn_Ta-X,max_coordn_Ta-X,mean_coordn_Ta-O,min_coordn_Ta-O,max_coordn_Ta-O,mean_Ta_charge,min_Ta_charge,max_Ta_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TaO_BondL
mp-1373426,Ca2TaVO6,1.894029893915905,0.5468818778296421,Octahedron,1,2c,1,[0.015819511142866],0.0,0.015819511142866,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-O-Ta-V,0.0,-3.254614706733334,0.431499999999999,4,Monoclinic,2/m,P2_1/m,oxide,,Ca,"V, Ta",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.993888506031306
mp-1373655,Ca2TaTiO6,1.972380886168675,0.2173388965088077,Octahedron,1,2c,1,[0.009999007527545001],0.0,0.009999007527545001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ta-Ti,0.004500878789054,-3.445841080066666,0.0,4,Monoclinic,2/m,P2_1/m,oxide,,Ca,"Ti, Ta",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.012066360022786
mp-1377373,Ca2TaCoO6,1.9106185117494348,0.442214652678769,Octahedron,1,2c,1,[0.013421068639149],0.0,0.013421068639149,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Co-O-Ta,0.037270560114288,-2.889074560233333,0.361199999999999,4,Monoclinic,2/m,P2_1/m,oxide,,Ca,"Co, Ta",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.991364934976045
mp-13792,KTaP4O13,1.8484135108185569,0.7170220893467307,Octahedron,1,4a,1,[0.314675724892847],0.0,0.314675724892847,ABC4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-O-P-Ta,0.0,-2.789979532534461,3.707799999999999,4,Orthorhombic,222,P2_12_12_1,oxide,K,,Ta,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.979457122326308
mp-1392387,Ta2O5,1.9789577947517905,0.5472880315528346,Octahedron,1,4e,1,[1.395323100792283],0.0,1.395323100792283,A2B5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",SCAN,O-Ta,0.001108651428573,-3.090411897095237,2.378,2,Orthorhombic,mmm,Pmmn,oxide,,,Ta,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9917802922660683
mp-1410067,TaReO6,1.93423559749956,0.2595972978595799,Octahedron,1,2c,1,[0.043335949676776],0.0,0.043335949676776,ABC6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-Re-Ta,0.042514166328121,-2.561158158729167,0.8500000000000001,3,Monoclinic,2/m,P2_1/m,oxide,,,"Ta, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.984025379626801
mp-14333,TaAlO4,1.9248378851616352,0.7661647593347212,Octahedron,1,2i,1,[2.665899627810031],0.0,2.665899627810031,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Al-O-Ta,0.010726283749999,-3.221065968722222,4.0663,3,Monoclinic,2/m,C2/m,oxide,,,Ta,,Al,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0102199990926697
mp-14377,KTaGeO5,1.91844134538758,0.4580019029119228,Octahedron,1,4a,1,"[0.054713439678679004, 0.296496680943224]",0.0,0.17560506031095152,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-K-O-Ta,0.0,-2.748446202135417,3.9472,4,Orthorhombic,mm2,Pna2_1,oxide,K,,Ta,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0022908169471143
mp-14485,LaTa7O19,1.922849785508476,0.5153346687551403,"Pentagonal bipyramid, Octahedron",2,"2e, 12l",2,"[0.9067025236194911, 1.351497690407973]",0.0,1.129100107013732,AB7C19,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-O-Ta,0.0,-3.218789042641973,3.1119,3,Hexagonal,-6m2,P-6c2,oxide,,,Ta,,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.0563709519779194
mp-14532,NaTa3O8,1.9858898059161032,0.3347125563557666,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",2,"4j, 2b",2,"[1.9873792268659192, 0.325593202032299]",0.0,1.156486214449109,AB3C8,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-Ta,0.022696661458333,-3.00399978725,2.68,3,Orthorhombic,mmm,Ibam,oxide,Na,,Ta,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0917656362081805
mp-14676,NdTa7O19,1.924655587684097,0.5019507563773369,"Pentagonal bipyramid, Octahedron",2,"2e, 12l",2,"[0.913515636290215, 1.527260303482263]",0.0,1.220387969886239,AB7C19,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nd-O-Ta,0.0,-3.206580022549383,3.161299999999999,3,Hexagonal,-6m2,P-6c2,oxide,,,Ta,,,,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.0544004194929397
mp-14880,La2Ta3(SO4)2,1.925954025856612,0.4900502897834502,Octahedron,1,"8h, 4e",2,"[1.057184052140154, 1.996107107927712]",0.0,1.5266455800339331,A2B2C3D8,1,2,2,"[6.0, 6.0]","[2.0, 6.0]",6.0,6.0,6.0,4.0,2.0,6.0,4.5,4.0,5.0,1.5,1,2,"O2-, S2-","Lanthanides, Nonmetals, Transition Metals",GGA,La-O-S-Ta,0.0,-3.253199193133334,0.796899999999999,4,Orthorhombic,mmm,Pnnm,sulfate,,,Ta,,,,"O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.007081549628862
mp-14964,Pr3TaO7,1.989265796436565,0.0190358618602318,Octahedron,1,2b,1,[0.09598095277149801],0.0,0.09598095277149801,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Ta,0.0,-3.581251989303031,3.4185,3,Orthorhombic,mmm,Cmcm,oxide,,,Ta,,,,"O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9928032970410878
mp-15021,Ba3Ta5O15,2.005889051332021,-0.0396724959446985,Octahedron,1,"8j, 2c",2,"[0.14560997325017902, 0.11175878165659801]",0.0,0.1286843774533885,A3B5C15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Ta,0.0,-3.43277349637681,0.0,3,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,Ta,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9928548079572126
mp-1539317,Ta2O5,1.94894925929088,0.6317626128347571,Octahedron,1,4e,1,[1.350606464537307],0.0,1.350606464537307,A2B5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Ta,0.013605430714285,-3.077915117809522,2.3196,2,Orthorhombic,mmm,Pmmn,oxide,,,Ta,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9935763277462721
mp-15492,DyTa7O19,1.9454458611497067,0.4833640748984524,"Pentagonal bipyramid, Octahedron",2,"2c, 12l",2,"[0.9027048359063921, 2.060673195759804]",0.0,1.481689015833098,AB7C19,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Ta,0.004469732962967,-3.197609691345675,3.2175,3,Hexagonal,-6m2,P-6c2,oxide,,,Ta,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.0677467565492775
mp-15733,CaTaAlO5,1.9037701292021176,0.3843769996866074,Octahedron,1,2a,1,[0.08155281909730301],0.0,0.08155281909730301,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Al-Ca-O-Ta,0.0,-3.484082552166667,3.900699999999999,4,Monoclinic,2/m,C2/c,oxide,,Ca,Ta,,Al,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9741998608752052
mp-15750,TaAgP4O13,1.839170336140151,0.653130870018774,Octahedron,1,4a,1,[0.23311527843920601],0.0,0.23311527843920601,ABC4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ag-O-P-Ta,0.0,-2.591102061977443,2.143,4,Orthorhombic,222,P2_12_12_1,oxide,,,"Ag, Ta",,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.958749255623913
mp-15844,TaPO5,2.22356946676729,-0.77812395945948,Octahedron,1,2c,1,[0.145190324324165],0.0,0.145190324324165,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-Ta,0.048616456785714,-2.785989468615647,3.826399999999999,3,Tetragonal,4/mmm,P4/nmm,oxide,,,Ta,,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0081201447936166
mp-15901,Li2LaTa2O7,1.8977275634004829,0.660626448588341,Octahedron,1,2e,1,[0.398441334652652],0.0,0.398441334652652,AB2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Li-O-Ta,0.042852078211108,-3.214000063444443,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,Li,,Ta,,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.0143869438022137
mp-15902,Li2Ca2Ta3O10,1.946668382024072,0.2094498588928295,Octahedron,1,"1a, 2e",2,"[0.302015789317071, 0.00039111117507100004]",0.0,0.15120345024607101,A2B2C3D10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Li-O-Ta,0.040174843258256,-3.208209978745099,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,Li,Ca,Ta,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.000206454034629
mp-16002,U2Ta6O19,1.9532995643897564,0.2670542118839228,Pentagonal bipyramid,1,12k,1,[0.9292656633054001],0.0,0.9292656633054001,A2B6C19,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA,O-Ta-U,0.031471665000005,-3.40484282385185,0.0,3,Hexagonal,6/mmm,P6_3/mcm,oxide,,,Ta,,,,O,,,,U,"B $\in$ [0.1, 0.5]",Positive B,2.015331948886517
mp-16605,Sr2TmTaO6,2.0108949341507345,0.0238167945557196,Octahedron,1,2c,1,[0.007882666458655001],0.0,0.007882666458655001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,O-Sr-Ta-Tm,0.0,-3.6324212707333343,3.8819,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ta,,,,"O, S",,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.015250879886232
mp-1662022,Ta2Zn2CrO8,1.9438410034247493,0.4043750814559613,Octahedron,1,4i,1,"[1.094894462794764, 1.040259117080624]",0.0,1.067576789937694,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-O-Ta-Zn,0.045221075448726,-2.646606881897436,1.6847,4,Triclinic,-1,P-1,oxide,,,"Cr, Zn, Ta",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0281361836775234
mp-1663786,Mg2Ta2CrO8,1.9308102580272752,0.5355096712732708,Octahedron,1,1a,1,"[1.069275682350036, 1.084526024282771, 1.064353848247841, 1.086029319164829]",0.0,1.0760462185113693,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cr-Mg-O-Ta,0.029683708931619,-3.063837166897436,1.7933,4,Triclinic,-1,P-1,oxide,,Mg,"Cr, Ta",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0426647316588773
mp-16792,Ba4LiTa3O12,1.7827076022176285,1.3505908818999988,Octahedron,1,"2b, 2a",2,"[0.163356639058704, 0.14392927788327, 0.035892578167584004]",0.0,0.11439283170318602,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Li-O-Ta,0.0,-3.367030845016667,3.113299999999999,4,Hexagonal,6mm,P6_3mc,oxide,Li,Ba,Ta,,,B,O,,,,,B > 1,Positive B,2.033472692626417
mp-16855,K3Ta3Si2O13,1.8265326920085023,0.945381180101764,no_data,1,no_data,1,no_data,0.0,no_data,A2B3C3D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-O-Si-Ta,0.0,-3.154895519940477,2.9687,4,Hexagonal,-6m2,P-62m,oxide,K,,Ta,,,Si,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0013361832601304
mp-17103,Sr3Ta6(Si2O13)2,1.9247728299881155,0.3453167577677527,Octahedron,1,6i,1,[0.16377007423524],0.0,0.16377007423524,A3B4C6D26,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,O-Si-Sr-Ta,0.006896537350419,-3.4146119242051283,3.085499999999999,4,Hexagonal,-6m2,P-62m,oxide,,Sr,Ta,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9921693223824093
mp-17481,Mg4Ta2O9,1.811655877210566,1.0712385752123366,Octahedron,1,4c,1,[0.877536939309511],0.0,0.877536939309511,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Mg-O-Ta,0.0,-3.240302830644448,4.2018,3,Trigonal,-3m,P-3c1,oxide,,Mg,Ta,,,,O,,,,,B > 1,Positive B,2.0123477479709138
mp-17715,SrTa2O6,1.7424612452062846,1.6256233094257098,Octahedron,1,8d,1,[0.5269958998328761],0.0,0.5269958998328761,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Sr-Ta,0.0,-3.487587180518501,3.2307,3,Orthorhombic,mmm,Pnma,oxide,,Sr,Ta,,,,"O, S",,,,,B > 1,Positive B,1.9952316773526118
mp-17722,PrTaO4,1.611153126189776,2.252022418819272,Octahedron,1,4e,1,[1.07030492020629],0.0,1.07030492020629,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Ta,0.0,-3.482661467333334,3.579399999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,Ta,,,,"O, P",,,Pr,,B > 1,Positive B,1.9971718715213995
mp-17857,Ta9VO25,1.923809168447303,0.4528158089487409,Octahedron,1,"4g, 1d",2,"[1.179434653512411, 1.159638756254855, 0.037021712261841005]",0.0,0.7920317073430355,AB9C25,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Ta-V,0.0,-3.259644298314285,2.5765,3,Tetragonal,-4,I-4,oxide,,,"V, Ta",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9991947451820384
mp-17993,Ta2Mn4O9,1.8123671969902,1.105705573081537,Octahedron,1,4c,1,[0.9517515649652961],0.0,0.9517515649652961,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Mn-O-Ta,0.0,-2.680466133092722,2.4602,3,Trigonal,-3m,P-3c1,oxide,,,"Mn, Ta",,,,O,,,,,B > 1,Positive B,2.0195184414299256
mp-18137,TaVO5,1.90531791943888,0.3214247437467721,Octahedron,1,4c,1,[0.053869207079778006],0.0,0.053869207079778006,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Ta-V,0.0,-2.88914593497619,2.171999999999999,3,Orthorhombic,mmm,Pnma,oxide,,,"V, Ta",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9748350402130193
mp-18229,CaTa2O6,1.7307913470965333,1.6688980939396043,Octahedron,1,8d,1,[0.475114828841299],0.0,0.475114828841299,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-Ta,0.0,-3.48066448774074,3.473899999999999,3,Orthorhombic,mmm,Pnma,oxide,,Ca,Ta,,,,"C, O",,,,,B > 1,Positive B,1.9929213329905242
mp-18369,Ta2MnZn2O8,1.96558459481628,0.351474389415129,Octahedron,1,4f,1,[1.111169591245464],0.0,1.111169591245464,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-O-Ta-Zn,0.016690024230772,-2.678555380969054,1.8718,4,Monoclinic,2/m,C2/c,oxide,,,"Mn, Zn, Ta",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0293068929070035
mp-18433,NdTaO4,1.6222680540444103,2.1970638331539822,Octahedron,1,4e,1,[1.130514864770665],0.0,1.130514864770665,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nd-O-Ta,0.015168910833331,-3.501129355805555,3.6123,3,Monoclinic,2/m,P2_1/c,oxide,,,Ta,,,,"N, O",,,Nd,,B > 1,Positive B,1.9967998002294802
mp-20087,Sr2SmTa(CuO4)2,1.9993178922048616,-0.1378418028762372,Octahedron,1,1a,1,[0.0011265505190070002],0.0,0.0011265505190070002,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cu-O-Sm-Sr-Ta,0.030974131428565,-2.770814861595238,0.0,5,Tetragonal,4/mmm,P4/mmm,oxide,,Sr,"Cu, Ta",,,,"C, O, S",,,Sm,,"B $\in$ [-1, -0.1]",Negative B,1.9740255643146662
mp-20092,EuTa2O6,1.904063485361652,0.5114072571731684,Octahedron,1,2h,1,[0.267136716841054],0.0,0.267136716841054,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-O-Ta,0.020510305,-3.452298534685183,0.0,3,Tetragonal,4/mmm,P4/mmm,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [0.5, 1]",Positive B,1.9855327724381011
mp-2014940,Ta2SnO6,1.941234966422804,0.4952493727577815,Octahedron,1,2a,1,"[0.39057010734310205, 0.38834794731710703]",0.0,0.3894590273301045,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Sn-Ta,0.0,-2.747971344962966,2.1184,3,Monoclinic,2/m,C2/c,oxide,,,Ta,,Sn,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.006669869632475
mp-21542,K2CeTa5O15,1.8707010268573463,0.6969733872566963,Octahedron,1,"8j, 2c",2,"[0.43379807001534904, 0.008446366474675001]",0.0,0.22112221824501202,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-K-O-Ta,0.0,-3.34321049287681,0.0481,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Ta,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.9956428212540636
mp-2205489,Sr4Ta2O9,1.8232071852276377,1.056687362498088,Octahedron,1,2i,1,"[0.605969514777925, 0.6127320413542431]",0.0,0.6093507780660841,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Sr-Ta,0.0,-3.265475498977779,4.286099999999999,3,Hexagonal,6/m,P6_3/m,oxide,,Sr,Ta,,,,"O, S",,,,,B > 1,Positive B,2.024184482400873
mp-22074,CeTaO4,1.6299067710345896,2.185407223927572,Octahedron,1,4e,1,[0.984678250602489],0.0,0.984678250602489,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-O-Ta,0.0,-3.662802120805553,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,Ta,,,,"C, O",,,Ce,,B > 1,Positive B,1.9965990089963317
mp-23089,SrTa2Bi2O9,1.871504502293129,0.8060647868772485,Octahedron,1,4b,1,[0.196716183476827],0.0,0.196716183476827,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Bi-O-Sr-Ta,0.0,-2.837897215333334,2.514199999999999,4,Orthorhombic,mm2,Cmc2_1,oxide,,Sr,Ta,,Bi,B,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9873087166963703
mp-23602,TaBi4ClO8,1.9370177621061304,0.620793890209651,Octahedron,1,4c,1,[0.24785495523804102],0.0,0.24785495523804102,ABC4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-Cl-O-Ta,0.0,-2.126036802309537,1.3395,4,Orthorhombic,mmm,Pbcn,hypochlorite,,,Ta,,Bi,B,"C, O",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.9920357851911408
mp-23611,BaTa2Bi2O9,1.865554987607269,1.027298570356549,Octahedron,1,2e,1,[0.14068220356160102],0.0,0.14068220356160102,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Bi-O-Ta,0.029877073750002,-2.782548545690477,1.5762,4,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,Ta,,Bi,B,O,,,,,B > 1,Positive B,2.013938209165358
mp-2647039,KLaTaAlO6,1.894885765996674,0.5775784049227306,Octahedron,1,1a,1,[0.127464513938908],0.0,0.127464513938908,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-K-La-O-Ta,0.0476200445,-3.349407165958332,1.7024,5,Tetragonal,4mm,P4mm,oxide,K,,Ta,,Al,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,1.9876935268168818
