material_id,chem_formula,R$_0$,B,Nb_chemenv,num_Nb_chemenvs,Nb_wyckoff,num_Nb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Nb_sites,num_CN_env,num_charge_states,NbX_coordn,NbO_coordn,mean_coordn_Nb-X,min_coordn_Nb-X,max_coordn_Nb-X,mean_coordn_Nb-O,min_coordn_Nb-O,max_coordn_Nb-O,mean_Nb_charge,min_Nb_charge,max_Nb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NbO_BondL
mp-1222255,MgTi2Nb2(PbO3)5,1.806326207903819,1.2510845642050843,Octahedron,1,1a,1,"[0.17126038846885602, 0.524025065818692]",0.0,0.34764272714377403,AB2C2D5E15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Mg-Nb-O-Pb-Ti,0.019282846874996,-2.556202561066666,2.151499999999999,5,Monoclinic,m,Cm,oxide,,Mg,"Ti, Nb",,Pb,,"N, O, P",,,,,B > 1,Positive B,2.0482072975914645
mp-1222787,LaTiNbO6,1.9401918687227608,0.434266206171642,Octahedron,1,2c,1,[1.62265684129311],0.0,1.62265684129311,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-Nb-O-Ti,0.022627625277772,-3.5188527314814837,0.000399999999999,4,Monoclinic,2,C2,oxide,,,"Ti, Nb",,,,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.0201885629272986
mp-1222933,LaTiNbO6,1.8511607860560484,0.9969452662480066,Octahedron,1,4a,1,[0.54119534827622],0.0,0.54119534827622,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-Nb-O-Ti,0.012667942222217,-3.528812414537038,2.7987,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Nb",,,,"N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.0348073923498426
mp-1223070,LaNb2CuBrO7,1.9487779993055312,0.3506711451911329,Octahedron,1,2c,1,"[0.7442425484606761, 0.76146750734388]",0.0,0.7528550279022781,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Br-Cu-La-Nb-O,0.048297734077381,-2.778371694166667,0.0,5,Monoclinic,2,C2,hypobromite,,,"Cu, Nb",,,B,"C, N, O",Br,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.0293094974654227
mp-1223312,KTi3NbO9,1.9459798141081528,0.4517860775717731,Octahedron,1,2a,1,[1.312345058900845],0.0,1.312345058900845,ABC3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Nb-O-Ti,0.009050324732145,-3.2707827376607157,2.5119,4,Orthorhombic,mm2,Pmn2_1,oxide,K,,"Ti, Nb",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.018140674564081
mp-1223314,La7Nb3(W2O15)2,1.8881042208922068,0.8200510375576691,Octahedron,1,"1d, 2i",2,"[0.18786632977650802, 1.501744543950593]",0.0,0.8448054368635505,A3B4C7D30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Nb-O-W,0.008139685738639,-3.197089119886366,3.292399999999999,4,Triclinic,-1,P-1,oxide,,,"Nb, W",,,,"N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.047161938561617
mp-1223343,KTiNbO5,1.9474138594275168,0.5796823396610105,Octahedron,1,4c,1,[1.643641010035896],0.0,1.643641010035896,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Nb-O-Ti,0.001103318906219,-3.107562951322917,2.7073,4,Orthorhombic,mmm,Pnma,oxide,K,,"Ti, Nb",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0459024012192195
mp-1223383,Na2CaNb4Bi2O15,1.8615315837919777,1.172955373927373,Octahedron,1,4b,1,"[0.34293382225587005, 0.43756094702587606]",0.0,0.39024738464087305,AB2C2D4E15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Ca-Na-Nb-O,0.022638279031246,-2.725029319698276,2.1858,5,Orthorhombic,mm2,Cmc2_1,oxide,Na,Ca,Nb,,Bi,B,"C, N, O",,,,,B > 1,Positive B,2.028198250385431
mp-1223401,KNb4AsO13,1.94196099092606,0.4307454946648162,Octahedron,1,4b,1,"[0.21199167034983202, 0.570977134544433]",0.0,0.3914844024471325,ABC4D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,As-K-Nb-O,0.0,-2.778555652355265,2.4151,4,Orthorhombic,mm2,Cmc2_1,oxide,K,,Nb,,,As,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0366759032174855
mp-1223445,KNb4Bi5O18,1.9127778818722228,0.6881838133030673,Octahedron,1,2b,1,"[0.412638153016025, 0.48445955650123906]",0.0,0.44854885475863204,AB4C5D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-K-Nb-O,0.01070027455358,-2.412500272758929,2.6414,4,Monoclinic,m,Cm,oxide,K,,Nb,,Bi,B,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.041848339964915
mp-1223455,KSr2Nb5O15,2.005474816782329,0.3188477774575541,Octahedron,1,"1b, 1a, 4f",3,"[0.39612022129204005, 0.36424565684355303, 0.19120315496557402, 0.38671795462839803]",0.0,0.3345717469323913,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,K-Nb-O-Sr,0.029368064782612,-3.124527012706522,2.2069,4,Orthorhombic,mm2,Cmm2,oxide,K,Sr,Nb,,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.018208129789121
mp-1223493,KBa2Nb3O9,2.0566783620255045,0.0172781328636596,Octahedron,1,"2d, 1b",2,"[0.014096476331614, 0.0074810151970550005]",0.0,0.0107887457643345,AB2C3D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-K-Nb-O,0.0,-3.095865489483334,0.0,4,Trigonal,-3m,P-3m1,oxide,K,Ba,Nb,,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.062736004161726
mp-1223501,KLaNb2O7,1.9565941800350013,0.4340807342316976,Octahedron,1,1b,1,"[0.802653770574799, 0.646774665635231]",0.0,0.724714218105015,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-La-Nb-O,0.046474828181816,-3.190779286113636,1.4938999999999991,4,Orthorhombic,mm2,Amm2,oxide,K,,Nb,,,,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.029176109473179
mp-1223540,KNb3(PO5)3,1.9573779652786696,0.2408538167460194,Octahedron,1,4e,1,"[0.137997210807759, 0.41066950868745505, 0.20301049103870802]",0.0,0.250559070177974,AB3C3D15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Nb-O-P,0.0,-2.891114570053571,0.0,4,Monoclinic,2/m,P2_1/c,oxide,K,,Nb,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.024919822848366
mp-1223583,KNb5Pb2O15,1.9893534212695,0.2928402088364865,Octahedron,1,"2d, 1a",2,"[0.14682524404247102, 0.455350154332026, 0.884640087768045, 0.440411429982536, 0.039814772449031005, 0.504596631794983]",0.0,0.41193972006151536,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,K-Nb-O-Pb,0.009186313852666,-2.770796058793478,1.907499999999999,4,Orthorhombic,mm2,Amm2,oxide,K,,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0404787346590516
mp-1223594,KCa2Nb3O10,1.96253834702798,0.4672320770016755,Octahedron,1,2a,1,"[0.39192165256444905, 0.7394370614686411, 0.8940184516741401]",0.0,0.6751257219024099,AB2C3D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-K-Nb-O,0.011587227968723,-3.146750887640625,1.9665,4,Orthorhombic,mm2,Cmc2_1,oxide,K,Ca,Nb,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0404575266025264
mp-1223692,K3Nb8(O5F2)2,2.11381741237746,-0.0092470608852028,no_data,1,no_data,1,no_data,0.0,no_data,A3B4C8D10,4,4,2,"[4.0, 5.0, 4.0, 5.0]","[4.0, 4.0, 4.0, 4.0]",4.5,4.0,5.0,4.0,4.0,4.0,2.5,2.0,3.0,1.5,1,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,F-K-Nb-O,0.010674724161702,-2.69009030527,0.0,4,Tetragonal,4mm,P4mm,fluoride,K,,Nb,,,,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1062678557219234
mp-1223705,KNbW2O9,2.093743308083379,-0.2137991887351757,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Nb-O-W,0.006281251378197,-2.466136721198718,1.7707000000000002,4,Triclinic,1,P1,oxide,K,,"Nb, W",,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0086551764375034
mp-1223800,K2NbO3F,1.7954121306347743,1.1360221156897294,Octahedron,1,1a,1,[0.22469783352585002],0.0,0.22469783352585002,ABC2D3,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,F-K-Nb-O,0.003312135535712,-2.8779088363571432,1.2576,4,Tetragonal,4mm,I4mm,fluoride,K,,Nb,,,,"N, O",F,,,,B > 1,Positive B,1.9847169795007045
mp-1224011,K2NaNb3O9,1.941054322260393,0.6098629791023342,Octahedron,1,1b,1,"[0.239445797128805, 0.19009546437555203, 0.199386941826623, 0.232656221818228, 0.24687287561894203, 0.22957945580079603]",0.0,0.22300612609482431,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Na-Nb-O,0.013819580333356,-2.835873128391955,1.9676,4,Monoclinic,m,Pm,oxide,"Na, K",,Nb,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.046658003680671
mp-1224036,KNb5Pb2O15,1.921588700121388,0.5720680596376755,Octahedron,1,2a,1,"[0.289435345721401, 0.26798235890578, 0.413606442940109, 0.254650180923203, 0.374253233581041]",0.0,0.31998551241430684,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,K-Nb-O-Pb,0.019856430374405,-2.7601259422717392,1.7623000000000002,4,Orthorhombic,mm2,Pmc2_1,oxide,K,,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0260753835662904
mp-1224039,K4BaNb5O15,2.037281613786873,0.0094601417423943,Octahedron,1,"2i, 1c",2,"[0.0067710473016990005, 0.00853865426861, 0.006377010972542001]",0.0,0.007228904180950333,AB4C5D15,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-K-Nb-O,0.0,-2.93462329656,0.0,4,Monoclinic,2/m,C2/m,oxide,K,Ba,Nb,,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.039289191875758
mp-1224281,K5Nb16(O5F2)4,2.1139867858900936,-0.0234622766433729,"Square pyramid, Square plane",2,"4c, 2b, 1a",3,"[0.026866246291378, 0.030342493954069003, 0.016008889167031002, 0.015935812978559002, 0.009423176479064, 0.015944428579175, 0.038224341395677, 0.007371822547243]",0.0,0.0200146514240245,A5B8C16D20,2,4,2,"[4.0, 5.0, 4.0, 5.0]","[4.0, 4.0, 4.0, 4.0]",4.5,4.0,5.0,4.0,4.0,4.0,2.5,2.0,3.0,1.5,1,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,F-K-Nb-O,0.018039108079259,-2.705676020535714,0.0,4,Tetragonal,4mm,I4mm,fluoride,K,,Nb,,,,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.101014101249894
mp-1224551,K4NaNb5O15,1.968211137663327,0.4695905986391152,Octahedron,1,1b,1,"[0.192611852283108, 0.19288465146789102, 0.21829348365325701, 0.212916560227143, 0.216387881258904, 0.23580762303830102, 0.235575738088785, 0.20227213251085402, 0.20264316916788502, 0.23116799168658503]",0.0,0.21405610833827132,AB4C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Na-Nb-O,0.009635566400017,-2.841031131015172,2.0385,4,Monoclinic,m,Pm,oxide,"Na, K",,Nb,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0482725564121904
mp-1224597,K2Nb2As2O11,1.900924826697438,0.6738821712926191,Octahedron,1,2a,1,"[0.5492862789760481, 0.529440492699742, 0.6147740893700311, 0.70942547639124]",0.0,0.6007315843592653,A2B2C2D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,As-K-Nb-O,0.00018325852941,-2.407951699088234,2.993,4,Monoclinic,2,P2_1,oxide,K,,Nb,,,As,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.037339476572038
mp-1224654,GdTiNbBi2O9,1.903976223437681,0.6923837638485055,Octahedron,1,2a,1,[0.450468600491126],0.0,0.450468600491126,ABCD2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Gd-Nb-O-Ti,0.006734410714276,-2.860998744880955,2.6544,5,Monoclinic,2,P2_1,oxide,,,"Ti, Nb",,Bi,B,"N, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.036135348635195
mp-1224704,Gd2ScNbO7,1.9763653234607337,0.1775725148226722,Octahedron,1,2a,1,[0.849371114952134],0.0,0.849371114952134,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O-Sc,0.036435897897726,-3.675871132727271,2.3666,4,Orthorhombic,mmm,Imma,oxide,,,"Sc, Nb",,,,"N, O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.0091482067589816
mp-1224905,Gd7Y5Nb4O28,1.9529291863931024,0.3193273841656799,Octahedron,1,1a,1,"[0.834749207117602, 0.827437354666357, 0.7733746846939561, 0.818866820921175]",0.0,0.8136070168497725,A4B5C7D28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O-Y,0.004964274644885,-3.707286918409089,2.4285,4,Triclinic,1,P1,oxide,,,"Y, Nb",,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.013377543539145
mp-1224935,Gd2NbInO7,1.9903275132167704,0.1230103724516713,Octahedron,1,2a,1,[0.841860995056093],0.0,0.841860995056093,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Gd-In-Nb-O,0.044859040757581,-3.220160537424242,2.4048,4,Orthorhombic,mmm,Imma,oxide,,,Nb,,In,,"N, O",I,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.0130362402750777
mp-1224969,La6NbGa11O28,1.9879487920251504,0.1727531762058127,Octahedron,1,1a,1,[1.450586558102587],0.0,1.450586558102587,AB6C11D28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-La-Nb-O,0.008610030634052,-2.90252376027174,3.2766,4,Triclinic,1,P1,oxide,,,Nb,,Ga,,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.019623282205219
mp-1225394,EuTiNbBi2O9,1.893920183769344,0.7345408618609259,Octahedron,1,2a,1,[0.42643807867006206],0.0,0.42643807867006206,ABCD2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Eu-Nb-O-Ti,0.034639057589281,-2.714533714880954,0.0,5,Monoclinic,2,P2_1,oxide,,,"Ti, Nb",,Bi,B,"N, O",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.0324348762075597
mp-1225952,CsNbWO6,1.937177213224718,0.3759415313847414,no_data,1,no_data,1,no_data,0.0,no_data,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-Nb-O-W,0.0,-2.630096228850576,2.8953,4,Orthorhombic,mmm,Imma,oxide,Cs,,"Nb, W",,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.006021443424713
mp-1225974,CsLa2Ti2NbO10,2.001625344480472,0.5196997918670536,Octahedron,1,1a,1,[0.9914539559803071],0.0,0.9914539559803071,ABC2D2E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cs-La-Nb-O-Ti,0.027674372890631,-3.458847388520116,1.5818999999999992,5,Monoclinic,m,Cm,oxide,Cs,,"Ti, Nb",,,,"C, N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.0406363164698127
mp-1226662,CsNaEuNb5O15,1.970254015654966,0.3136909025475349,no_data,1,no_data,1,no_data,0.0,no_data,ABCD5E15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cs-Eu-Na-Nb-O,0.003229836793503,-3.007262267653674,0.0,5,Orthorhombic,mm2,Pmc2_1,oxide,"Na, Cs",,Nb,,,,"C, N, O",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.0183149857939893
mp-1227002,CeTiNbO6,1.8367553363821432,1.0714200159869038,Octahedron,1,4a,1,[0.6003788450640141],0.0,0.6003788450640141,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Nb-O-Ti,0.0,-3.485640598148148,0.0,4,Orthorhombic,mm2,Pna2_1,oxide,,,"Ti, Nb",,,,"C, N, O",,,Ce,,B > 1,Positive B,2.034129356765075
mp-1227121,CaThNb2O8,1.8830382259887848,1.2236296802115685,Octahedron,1,"1a, 1b",2,"[5.752759878178127, 5.313673552226544]",1.0,5.533216715202336,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Nb-O-Th,0.004058803124999,-3.516040042499998,3.562599999999999,4,Monoclinic,2,C2,oxide,,Ca,Nb,,,,"C, N, O",,,,Th,B > 1,Positive B,2.1177196850481073
mp-1227140,CaSmMgNbO6,2.015551511951496,0.042893755523919,Octahedron,1,2a,1,[0.04746553980805401],0.0,0.04746553980805401,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Mg-Nb-O-Sm,0.0,-3.4053862390000003,3.582,5,Monoclinic,m,Pc,oxide,,"Mg, Ca",Nb,,,,"C, N, O, S",,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.023412061525172
mp-1227173,CaLaMnNbO6,2.0277704483307986,-0.0143032716699933,Octahedron,1,4a,1,[0.022691057256208003],0.0,0.022691057256208003,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-La-Mn-Nb-O,0.007620192874988,-3.207312040543105,2.4089,5,Monoclinic,m,Pc,oxide,,Ca,"Mn, Nb",,,,"C, N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.025149061833276
mp-1227224,CaLaNbCoO6,2.017984523916442,0.0168849761928161,Octahedron,1,1a,1,"[0.02020587564225, 0.018609521056547, 0.020749324171081003, 0.018721525574473003]",0.0,0.01957156161108775,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Co-La-Nb-O,0.009486787374992,-3.053297722000001,0.713499999999999,5,Monoclinic,m,Pc,oxide,,Ca,"Co, Nb",,,,"C, N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0210789727646676
mp-1227240,CaNb4O8,1.9896802930274984,0.1979429120652433,"Octahedron, Square non-coplanar",2,"2b, 1a",2,"[0.5393032040926661, 0.572137882700752, 0.40700588067973203, 0.39933379302451005, 2.329185816238214, 2.5680585248906302, 2.377553996154631, 2.488338694499948]",0.0,1.4601147240351355,AB4C8,2,3,2,"[4.0, 6.0, 6.0]","[4.0, 6.0, 6.0]",5.333333333333333,4.0,6.0,5.333333333333333,4.0,6.0,3.333333333333333,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Nb-O,0.0,-2.967008903589728,0.0,3,Monoclinic,m,Cm,oxide,,Ca,Nb,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.075176563040328
mp-1227280,CaZrNbFeO7,1.945102071585309,0.3323997198776888,Octahedron,1,2a,1,"[0.35724474517686206, 0.74186221915251]",0.0,0.549553482164686,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Nb-O-Zr,0.022951777386362,-3.053863438181817,2.469699999999999,5,Monoclinic,m,Cc,oxide,,Ca,"Fe, Zr, Nb",,,,"C, N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.007243300086881
mp-1227471,Ca2NdNbO6,2.0546119605389417,-0.1231624878474348,Octahedron,1,2a,1,[0.037121609833355],0.0,0.037121609833355,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Nb-Nd-O,0.00239325275,-3.444371812749999,3.5065,4,Monoclinic,m,Pc,oxide,,Ca,Nb,,,,"C, N, O",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,2.0320411726079564
mp-1227480,Ca2Nd2Nb3FeO14,1.9485437392826856,0.3359909701460621,Octahedron,1,"2e, 1c",2,"[0.368749773825009, 0.19382823094027102]",0.0,0.28128900238264,AB2C2D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Nb-Nd-O,0.032798887727276,-3.222985562954544,2.3154999999999992,5,Monoclinic,2/m,C2/m,oxide,,Ca,"Fe, Nb",,,,"C, N, O",F,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.0106488301436114
mp-1227519,Ca2MnNbO6,2.11329987193398,-0.5229007594256684,Octahedron,1,4c,1,[0.023230468945718],0.0,0.023230468945718,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-Nb-O,0.013132983374999,-3.001140919793104,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mn, Nb",,,,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0176790741689783
