material_id,chem_formula,R$_0$,B,Al_chemenv,num_Al_chemenvs,Al_wyckoff,num_Al_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Al_sites,num_CN_env,num_charge_states,mean_coordn_Al-X,min_coordn_Al-X,max_coordn_Al-X,mean_coordn_Al-O,min_coordn_Al-O,max_coordn_Al-O,mean_Al_charge,min_Al_charge,max_Al_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_AlO_BondL,AlX_coordn,AlO_coordn
mp-1212574,GdAlGe2O7,1.9622927168228488,-0.1954153879266299,Trigonal bipyramid,1,4e,1,[1.454949705495484],0.0,1.454949705495484,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Gd-Ge-O,0.0099831105302996,-2.854558030909089,0.3146,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,1.862118606355152,[5.0],[5.0]
mp-1212749,EuAl12O19,1.7035154018270031,0.336826764868705,"Octahedron, Tetrahedron",2,"2b, 6c, 2a",3,"[0.30648703812589817, 0.084555653567031, 0.12900474312516494, 1.082020641658795, 0.3526107192432133, 0.051454735707467045, 0.31428969304053966, 0.3383057966726999]",0.0,0.3323411276426011,AB12C19,2,3,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",R2SCAN,Al-Eu-O,0.0,-3.4254115730469046,0.169599999999999,3,Hexagonal,6mm,P6_3mc,oxide,,,,,Al,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,1.897155273537776,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]"
mp-1212916,Eu3Al2O7,1.544318001563881,0.5452134998304343,Octahedron,1,2e,1,[0.07488532860824415],0.0,0.07488532860824415,A2B3C7,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",R2SCAN,Al-Eu-O,0.0423697177083415,-3.3815995847916653,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,,,Al,,O,,,Eu,,"B $\in$ [0.5, 1]",Positive B,1.8887445127747304,[6.0],[6.0]
mp-1212993,Dy4Al2O9,1.7352578234523406,0.09859122276429,Tetrahedron,1,4e,1,"[1.6558228392473717, 1.4415433964746132]",0.0,1.5486831178609926,A2B4C9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Dy-O,0.0135865634999987,-3.82470005811111,4.005599999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7639096891477488,[4.0],[4.0]
mp-1213060,DyAlGe2O7,1.9705343024747977,-0.2111610257769231,Trigonal bipyramid,1,4e,1,[1.6532356731881457],0.0,1.6532356731881457,ABC2D7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Dy-Ge-O,0.0228878052272678,-2.8717365701515134,3.6402,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Ge,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,1.8622882028601944,[5.0],[5.0]
mp-1213112,ErAlGeO5,1.738933461571456,0.2459062050735097,Octahedron,1,4f,1,[0.3163477393501904],0.0,0.3163477393501904,ABCD5,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Er-Ge-O,0.0,-3.1903789884375,3.7548,4,Orthorhombic,mmm,Pbam,oxide,,,,,Al,Ge,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.9105610839401816,[6.0],[6.0]
mp-1214127,CaAl2Si6H10O21,1.7617678947197786,0.0027975884177373,Tetrahedron,1,2a,1,"[0.03532468162166274, 0.1381467923572758]",0.0,0.08673573698946928,AB2C6D10E21,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-H-O-Si,0.0131517763541744,-2.56002657375,5.1378,5,Monoclinic,2,P2_1,oxide,,Ca,,,Al,Si,"H, C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.763038315139128,[4.0],[4.0]
mp-1214270,Ca4Be2Al2Si9O28,1.933119306764786,-0.6195577435640465,Tetrahedron,1,4e,1,[1.3993376041477168],0.0,1.3993376041477168,A2B2C4D9E28,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Ca-O-Si,0.0431332049461303,-3.2464170239999994,0.5991,5,Orthorhombic,mmm,Cmcm,oxide,,"Be, Ca",,,Al,"B, Si","C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.7548552190638906,[4.0],[4.0]
mp-1214299,CaAlFe3O7,1.724249245153446,0.1746470358068207,Tetrahedron,1,2i,1,"[0.0510491401153679, 0.15193060568999486, 0.2219502108927236, 0.204625095969216]",0.0,0.1573887631668256,ABC3D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Ca-Fe-O,0.0356053403199316,-2.319746339270833,1.8298,4,Triclinic,-1,P-1,oxide,,Ca,Fe,,Al,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.774950478128302,[4.0],[4.0]
mp-1214492,Ba5Tm2ZrAl2O13,1.7341510108114229,0.114594802236362,Tetrahedron,1,4f,1,[0.026455335875518717],0.0,0.026455335875518717,AB2C2D5E13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-O-Tm-Zr,0.0,-3.5025724196739136,2.4931,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Zr,,Al,B,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,1.7689988092320337,[4.0],[4.0]
mp-1214494,Ba5Y2ZrAl2O13,1.740207162473666,0.0990352471492274,Tetrahedron,1,4f,1,[0.020217457717078228],0.0,0.020217457717078228,AB2C2D5E13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-O-Y-Zr,0.0085269262771818,-3.461204400543479,2.6225000000000005,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Y, Zr",,Al,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7703245047620886,[4.0],[4.0]
mp-1214508,Ba5Ho2ZrAl2O13,1.7334989118931918,0.1138302587637418,Tetrahedron,1,4f,1,[0.022894333493016592],0.0,0.022894333493016592,AB2C2D5E13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Ho-O-Zr,0.0,-3.481690833804348,2.5553,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Zr,,Al,B,"H, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,1.7681141149792712,[4.0],[4.0]
mp-1214513,Ba6Tb2Al4O15,1.7433694893592686,0.1506840262543982,Tetrahedron,1,4g,1,"[0.7545210440274704, 0.4864964940017023]",0.0,0.6205087690145864,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-O-Tb,0.0,-3.4064172189197537,3.9253,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,1.7872086870243455,[4.0],[4.0]
mp-1214515,Ba6Tm2Al4O15,1.7603030388020344,0.0997776321713159,Tetrahedron,1,4g,1,"[0.8646272682661046, 0.5340883239852893]",0.0,0.6993577961256969,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-O-Tm,0.0,-3.427941030092593,3.8885,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.789330532559799,[4.0],[4.0]
mp-1214519,Ba6Y2Al4O15,1.7545574618225204,0.1161637526322406,Tetrahedron,1,4g,1,"[0.7508258146505085, 0.47027448382153314]",0.0,0.6105501492360208,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-O-Y,0.0,-3.402007589351852,3.9211,4,Monoclinic,2/m,P2/c,oxide,,Ba,Y,,Al,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7883535776014334,[4.0],[4.0]
mp-1214525,Ba5Gd2ZrAl2O13,1.7317872411882624,0.1159407020088278,Tetrahedron,1,4f,1,[0.019206474668481303],0.0,0.019206474668481303,AB2C2D5E13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Gd-O-Zr,0.0177147185869674,-3.437740749456521,2.4626,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Zr,,Al,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.767045876524083,[4.0],[4.0]
mp-1214526,Ba6Nd2Al4O15,1.7342554606375464,0.1238229399867787,Tetrahedron,1,4g,1,"[0.6446103792419793, 0.4433905481594747]",0.0,0.544000463700727,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Al-Ba-Nd-O,0.0,-3.3578809743518514,3.9421,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.7702794568432585,[4.0],[4.0]
mp-1214530,Ba6Lu2Al4O15,1.74642763871421,0.1462827568187889,Tetrahedron,1,4g,1,"[0.9075396160782264, 0.5553942457316938]",0.0,0.7314669309049602,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-Lu-O,0.0,-3.43396023595679,3.8538,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.7889872610349782,[4.0],[4.0]
mp-1214532,Ba6Sm2Al4O15,1.7571449168979896,0.1093861370126517,Tetrahedron,1,4g,1,"[0.6642182682291154, 0.4436881867135293]",0.0,0.5539532274713224,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-O-Sm,0.0,-3.3782702475,3.9419,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.7889691942378767,[4.0],[4.0]
mp-1214534,Ba5Lu2ZrAl2O13,1.7349896806307863,0.1049316320418909,Tetrahedron,1,4f,1,[0.031040318280526034],0.0,0.031040318280526034,AB2C2D5E13,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Lu-O-Zr,0.0,-3.514843155036233,2.5529,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Zr,,Al,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.7669006625831871,[4.0],[4.0]
mp-1214541,Ba6Dy2Al4O15,1.732959807356662,0.1274151808627515,Tetrahedron,1,4g,1,"[0.7600162556359482, 0.5091168122034485]",0.0,0.6345665339196984,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Al-Ba-Dy-O,0.0,-3.411451024845679,3.928,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,1.7700270759396315,[4.0],[4.0]
mp-1214670,Ca4Be2Al2Si9(HO14)2,2.0148224472717224,-0.9080900571515348,Tetrahedron,1,4e,1,[1.4639322499622571],0.0,1.4639322499622571,A2B2C2D4E9F28,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Ca-H-O-Si,0.0,-3.2321269149468086,4.933,6,Orthorhombic,mmm,Cmcm,oxide,,"Be, Ca",,,Al,"B, Si","H, C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.7535402916067655,[4.0],[4.0]
mp-1214682,Ba6Gd2Al4O15,1.7519809218803988,0.1283834135179758,Tetrahedron,1,4g,1,"[0.7270991840235744, 0.4467949817426149]",0.0,0.5869470828830947,A2B4C6D15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-Gd-O,0.0,-3.388511706018519,3.4319,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,1.7893300619709112,[4.0],[4.0]
mp-12147,Ca3Al2O6,1.7503905004647191,0.0806034758960546,Tetrahedron,1,24d,1,"[0.5636426308133743, 0.9456331569465725]",0.0,0.7546378938799734,A2B3C6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O,0.012787945952307,-3.395789286969697,4.0091,3,Cubic,m-3,Pa-3,oxide,,Ca,,,Al,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7738386093472138,[4.0],[4.0]
mp-1214864,Al2Ga2Bi2O9,1.7916658604168751,0.2051398021082395,Octahedron,1,4f,1,[0.5581013568100763],0.0,0.5581013568100763,A2B2C2D9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Bi-Ga-O,0.0,-2.472441795166666,2.7318,4,Orthorhombic,mmm,Pbam,oxide,,,,,"Al, Ga, Bi",B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.936215225509035,[6.0],[6.0]
mp-1214877,AlNi2BO5,1.6456727100387991,0.4440233943835722,Octahedron,1,4g,1,[0.686812164623996],0.0,0.686812164623996,ABC2D5,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-B-Ni-O,0.0,-2.317798898796296,3.621100000000001,4,Orthorhombic,mmm,Pbam,oxide,,,Ni,,Al,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9571223681700467,[6.0],[6.0]
mp-1214880,Al2Te4O11,1.875093421636469,0.0238521768417115,Octahedron,1,4e,1,[0.7164587916465723],0.0,0.7164587916465723,A2B4C11,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Al-O-Te,0.007274154999993,-2.053087327009804,2.7781,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,Te,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9018377649759184,[6.0],[6.0]
mp-1214930,Ba5AlRu2O11,1.748214692232093,0.079436089013669,Tetrahedron,1,4c,1,[0.042065298717814295],0.0,0.042065298717814295,AB2C5D11,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-O-Ru,0.0,-2.632900035921052,0.0786000000000002,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Ru,,Al,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7715359697987825,[4.0],[4.0]
mp-1215028,Al2P3H12(NO4)3,1.890185942291975,-0.068052653778652,Trigonal bipyramid,1,4f,1,[0.3394628380523333],0.0,0.3394628380523333,A2B3C3D12E12,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,Al-H-N-O-P,0.0118780159635401,-1.8485821507477669,4.8218,5,Monoclinic,2/m,C2/c,oxide,,,,,Al,,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.8540447477071544,[5.0],[5.0]
mp-1215985,YErAl2O6,1.80191767121188,0.1887838238634286,Octahedron,1,4c,1,[0.01890949450559749],0.0,0.01890949450559749,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Er-O-Y,0.019938195366608,-3.734110891999998,5.6644000000000005,4,Orthorhombic,mm2,Pmc2_1,oxide,,,Y,,Al,,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.9256265494762903,[6.0],[6.0]
mp-1216100,Y2BeAlBO7,1.693963123346058,0.2439806303892361,Tetrahedron,1,2a,1,[0.015836495573196187],0.0,0.015836495573196187,ABCD2E7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-B-Be-O-Y,0.0,-3.536938189305555,4.9749,5,Monoclinic,2,P2_1,oxide,,Be,Y,,Al,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7645749769132606,[4.0],[4.0]
mp-1216239,Y9Er3Al20O48,1.6634121662922383,0.4119653547082661,"Octahedron, Tetrahedron",2,"1a, 1b, 2c",3,"[0.6923892105204479, 0.7008755628925539, 0.621968988572662, 0.624338138991536, 0.694509636571055, 0.6181099505432391, 0.6967200254919287, 0.626518648526356, 0.15946076681956373, 0.14676820532230003, 0.1590413520564047, 0.14691294828367044]",0.0,0.4906344528826432,A3B9C20D48,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Er-O-Y,0.0005725265000009,-3.681430921999999,4.5136,4,Monoclinic,2,C2,oxide,,,Y,,Al,,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.8654471033256823,"[4.0, 6.0]","[4.0, 6.0]"
mp-1216268,Y9Lu3Al20O48,1.6687259454695933,0.3948342677936287,"Octahedron, Tetrahedron",2,"1a, 1b, 2c",3,"[0.19633615271663776, 0.16720967782708326, 0.19590694635143518, 0.16771202744805996, 0.7480863388469334, 0.7666834323094339, 0.5915723297373243, 0.6011859446299902, 0.7516701739992507, 0.587816004627739, 0.7588551874367155, 0.6030961043597521]",0.0,0.5113441933575297,A3B9C20D48,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Lu-O-Y,0.0011105635312507,-3.684170520625,4.544499999999999,4,Monoclinic,2,C2,oxide,,,Y,,Al,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.8623598245585589,"[4.0, 6.0]","[4.0, 6.0]"
mp-1217055,TiAlFeO5,1.7040336396564797,0.3396245296579149,Octahedron,1,2a,1,[3.51615108541511],0.0,3.51615108541511,ABCD5,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Fe-O-Ti,0.0374271837499993,-2.879667650104168,1.6263,4,Orthorhombic,mm2,Cmc2_1,oxide,,,"Ti, Fe",,Al,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.940190328095181,[6.0],[6.0]
mp-1217718,Tb2AlFeO6,1.8200418666031992,0.1511400817133835,Octahedron,1,2b,1,[0.008539683129469294],0.0,0.008539683129469294,ABC2D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Fe-O-Tb,0.0179092135625023,-3.276179611333332,2.53,4,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,Al,,O,F,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,1.925309348591552,[6.0],[6.0]
mp-1217784,SrYAl3O7,1.7344574458548092,0.1090623510927132,Tetrahedron,1,"2e, 2d, 2c",3,"[0.571611024061767, 0.4101711712214259, 0.19524887120421658]",0.0,0.3923436888291365,ABC3D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-O-Sr-Y,0.0151947429374619,-3.554563238541667,4.1991000000000005,4,Orthorhombic,mm2,Cmm2,oxide,,Sr,Y,,Al,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.770502743746972,[4.0],[4.0]
mp-1217828,SrTi3Al8O19,1.7168101280553802,0.3014523008203537,"Octahedron, Tetrahedron",2,"1a, 1b, 2c",3,"[0.2898501300458154, 0.2953983665424193, 0.49027322920883076, 0.3747227853255639, 0.4485359565345396, 0.43510413174464485, 0.46307246801807384, 0.5554552391431724, 0.1536223240532236, 0.15233618941511554, 0.32344747029584286, 0.3162975335935866, 0.27071692850833895, 0.2414769578916728, 0.7115061345037285, 0.7295596948296388, 0.42390928632189995]",0.0,0.3926638132927122,AB3C8D19,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-O-Sr-Ti,0.0,-3.4630832281451616,2.6519000000000004,4,Monoclinic,2,C2,oxide,,Sr,Ti,,Al,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9077213636824373,"[4.0, 6.0]","[4.0, 6.0]"
mp-1217962,SrSmAlO4,2.4127386523489247,-0.6749738487937283,Octahedron,1,1a,1,[0.2577611242118275],0.0,0.2577611242118275,ABCD4,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",R2SCAN,Al-O-Sm-Sr,0.0269027975148778,-3.5276314078571422,3.2726,4,Tetragonal,4mm,I4mm,oxide,,Sr,,,Al,,"O, S",,,Sm,,"B $\in$ [-1, -0.1]",Negative B,1.9117389011388064,[6.0],[6.0]
mp-1217963,SrPrAlO4,2.152607427235488,-0.2450345235551037,Octahedron,1,1a,1,[0.20894843887656442],0.0,0.20894843887656442,ABCD4,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-O-Pr-Sr,0.00627469055273,-3.5029341773809515,2.9925,4,Tetragonal,4mm,I4mm,oxide,,Sr,,,Al,,"O, P, S",,,Pr,,"B $\in$ [-1, -0.1]",Negative B,1.9414903249713795,[6.0],[6.0]
mp-1218014,SrPrAl3O7,1.7066737168417112,0.2220477465011939,Tetrahedron,1,"2e, 2d, 2c",3,"[0.5489617126889053, 0.35729640686684566, 0.09654776663735684]",0.0,0.3342686287310359,ABC3D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-O-Pr-Sr,0.0,-3.547806083680554,4.2972,4,Orthorhombic,mm2,Cmm2,oxide,,Sr,,,Al,,"O, P, S",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.773347416754768,[4.0],[4.0]
mp-1218016,SrSmAl3O7,1.7183064458500172,0.1773381365030942,Tetrahedron,1,"2e, 2d, 2c",3,"[0.1464109218911799, 0.5758597539737396, 0.3829536024987789]",0.0,0.36840809278789943,ABC3D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-O-Sm-Sr,0.0,-3.558211647291666,4.2408,4,Orthorhombic,mm2,Cmm2,oxide,,Sr,,,Al,,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.771764533443142,[4.0],[4.0]
mp-1218150,SrNdAlO4,2.263693557399538,-0.4167202697677371,Octahedron,1,1a,1,[0.22520092667080055],0.0,0.22520092667080055,ABCD4,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Nd-O-Sr,0.0114216561904836,-3.515019592499999,3.0873000000000004,4,Tetragonal,4mm,I4mm,oxide,,Sr,,,Al,,"N, O, S",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,1.936987390092344,[6.0],[6.0]
