material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ta_wyckoff,num_Ta_chemenvs,CN,element,charge_range,is_single_charge
mp-2715796,Na3Mg2Ta10Si3(P5O24)3,1.9089967242177763,0.3998435168576627,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715797,Na6Mg4Ta20Si21(S5O48)3,1.909638839599707,0.4353011214126908,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715805,Na3Ca2Ta10Si3(P5O24)3,1.914640320240448,0.3902263324220301,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715807,NaTa3GaSiP5O24,1.9048486503957955,0.4012395172526216,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715813,Na2Ta6Al2Si7S5O48,1.9127121299868304,0.3964733997800274,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715814,NaScTa3SiP5O24,1.910556235367587,0.3960291032720884,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715823,Na5Sc3TaSiP5O24,1.898199350483396,0.5346409634991318,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715825,Na3TaIn3P5SO24,1.856002253920878,0.7425624585982458,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715856,Na3Mg2Ta2P5SO24,1.9080549851042927,0.5131658179866427,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715859,Na3Sc3TaP5SO24,1.843656909223744,0.8289233567399348,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715861,Na21Ca10Ta2P15(SO24)3,1.9782889386275149,0.092667706278947,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715881,Na5Mg2Ta2SiP5O24,1.892283209647325,0.5761860328539857,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715902,Na3TaGa3P5SO24,1.844122006231205,0.7192993818800413,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715905,Na5TaAl3SiP5O24,1.883624990201147,0.5086259535462538,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715921,Na3TaAl3P5SO24,1.8446028799784573,0.6817466653745721,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715940,Na3Y3TaP5SO24,1.8322069169784576,0.974071538620136,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716077,Na5TaGa3SiP5O24,1.8895141899024328,0.5050235313918653,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716086,Na5TaIn3SiP5O24,1.9051412740103728,0.4738828870404641,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716092,Na21Mg10Ta2P15(SO24)3,1.9789041318951968,0.0469512344359278,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716124,Na3Ta8Zn4P15(SO24)3,1.910559786343884,0.4048769607754761,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716136,Na3Ca4Ta8P15(SO24)3,1.9031144458206128,0.4892449113263396,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716162,NaTa2Al2P5SO24,1.8824419465356697,0.4810543819674734,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716169,Na8Y3TaSi4(PO12)2,1.853679772022396,0.8677744458873768,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716188,NaTa2Ga2P5SO24,1.887985497755762,0.4918687701163876,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716189,NaSc2Ta2P5SO24,1.8879887320652475,0.5784005877602219,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716203,NaTa2In2P5SO24,1.8914174073248524,0.5583957549397116,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716207,Na6Ta16Zn8Si15(S7O48)3,1.9167503457149688,0.397108848209302,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716228,NaY2Ta2P5SO24,1.8753410445747007,0.6880700130839321,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716238,Na3Mg4Ta8P15(SO24)3,1.903318125203194,0.4456400717087262,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716280,NaTaIn3P3(SO8)3,1.8981825076255088,0.5140623164410252,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716281,Na5Ta3InSi5PO24,1.87229308998566,0.67428611298572,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716303,Na4TaGa(SiO4)3,1.620923123634609,2.040187069743455,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2716304,Na5Ta3GaSi5PO24,1.863843649575532,0.6873110496283701,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716316,Na5YTa3Si5PO24,1.875251637307762,0.6784462153688258,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716319,Na30Mg4Ta20Si33(SO48)3,1.8527372156195507,0.7688819107969845,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716324,Na5Zr2Ta2Si5PO24,1.867903402788874,0.6913296945213185,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716325,Na15Ca2Ta10Si15(PO24)3,1.8701469581101289,0.690643281966966,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716345,Na6Y5Ta3(PO4)12,1.9004883435545443,0.6195076568610263,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716346,Na4TaAl(SiO4)3,1.5990405143574595,2.132694405137302,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2716369,Na12Mg2Ta4(SiO4)9,1.7276264241017436,1.4968474782959302,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2716387,Na15Ta10Zn2Si15(PO24)3,1.8755310143422552,0.6368674652242022,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716390,Na5Ta3AlSi5PO24,1.861869325115371,0.6903271362055351,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716396,Na4ScTa(SiO4)3,1.6397585787025657,2.03184988621297,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2716400,Na10Zr4Ta4Si11SO48,1.867306991001304,0.6737261766735542,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716404,Na5ScTa3Si5PO24,1.8601029340486133,0.7370656523535896,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716408,Na10Ta6In2Si11SO48,1.8593460147968728,0.766346767519359,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716410,NaTaGa3P3(SO8)3,1.8827058165915795,0.4889448420644534,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716415,Na9Ta7Zn5(PO4)18,1.850050822640479,0.8076588137043167,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716419,Na10Sc2Ta6Si11SO48,1.8556280892017665,0.7662907457016614,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716426,Na5Hf2Ta2Si5PO24,1.8686757426113776,0.700880471388105,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716449,Na5Ta2Si5Sn2PO24,1.873763936263264,0.6403918069539034,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716451,Na2Ta4Zn4Si3(S3O16)3,1.912181009575593,0.4487952630634622,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716454,NaMg2Ta2P3(SO8)3,1.9149551646427247,0.3990956786978777,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716467,NaTa2Zn2P3(SO8)3,1.9240621004361649,0.3725382298085217,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716470,Na10TaIn7(PO4)12,1.9016425823711525,0.4644784912681595,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716483,NaTaAl3P3(SO8)3,1.8734654058122948,0.5116599214546026,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716490,Na10Sc7Ta(PO4)12,1.862932415125265,0.666939199804357,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716491,Na15Mg2Ta10Si15(PO24)3,1.8633133981378365,0.6928233421706608,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716492,Na10Ta4Ti4Si11SO48,1.8594935633372809,0.6929499296269575,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716493,Na10Ta4Si11Sn4SO48,1.8716405770804847,0.6479140993090001,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716500,Na5Ta2Ti2Si5PO24,1.871611597702744,0.6316154568687428,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716531,Na10Hf4Ta4Si11SO48,1.8628995954610168,0.7031752212209337,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2716549,Na4TaIn(SiO4)3,1.6809757747695326,1.8471684883936017,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2716568,NaSc3TaP3(SO8)3,1.895355050357308,0.5510745512321091,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2716572,NaY3TaP3(SO8)3,1.894919318218589,0.5546515004250093,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-27169,KTa5O13,1.9168112266412856,0.4002505156448864,[6.0],5.0,5.0,5.0,Octahedron,"4c, 8e",1,6.0,Ta,0.0,True
mp-2748966,Eu3TaO7,1.9655734316813789,0.1363242388311304,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-28251,Ta2Zn3O8,1.7961791655741757,1.2985044600225766,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ta,0.0,True
mp-28457,Ba2Ta15O32,2.0823217735775352,-0.0987199208542784,"[5.0, 6.0]",4.0,4.0,4.0,"Square pyramid, Octahedron","1a, 6f, 2c",2,5.0,Ta,0.0,True
mp-28457,Ba2Ta15O32,2.0823217735775352,-0.0987199208542784,"[5.0, 6.0]",4.0,4.0,4.0,"Square pyramid, Octahedron","1a, 6f, 2c",2,6.0,Ta,0.0,True
mp-28530,K2Ta15O32,2.026765899051214,0.0247109916870462,"[5.0, 6.0, 6.0]",4.333333333333333,4.0,5.0,"Square pyramid, Octahedron","6f, 1b, 2c",2,5.0,Ta,1.0,False
mp-28530,K2Ta15O32,2.026765899051214,0.0247109916870462,"[5.0, 6.0, 6.0]",4.333333333333333,4.0,5.0,"Square pyramid, Octahedron","6f, 1b, 2c",2,6.0,Ta,1.0,False
mp-28530,K2Ta15O32,2.026765899051214,0.0247109916870462,"[5.0, 6.0, 6.0]",4.333333333333333,4.0,5.0,"Square pyramid, Octahedron","6f, 1b, 2c",2,6.0,Ta,1.0,False
mp-28531,Rb2Ta15O32,2.028359650229677,0.0245385713987983,"[5.0, 6.0, 6.0]",4.333333333333333,4.0,5.0,"Square pyramid, Octahedron","6f, 1b, 2c",2,5.0,Ta,1.0,False
mp-28531,Rb2Ta15O32,2.028359650229677,0.0245385713987983,"[5.0, 6.0, 6.0]",4.333333333333333,4.0,5.0,"Square pyramid, Octahedron","6f, 1b, 2c",2,6.0,Ta,1.0,False
mp-28531,Rb2Ta15O32,2.028359650229677,0.0245385713987983,"[5.0, 6.0, 6.0]",4.333333333333333,4.0,5.0,"Square pyramid, Octahedron","6f, 1b, 2c",2,6.0,Ta,1.0,False
mp-28611,ThTa2O7,1.958593711522607,0.2641884502206908,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron",2i,2,6.0,Ta,0.0,True
mp-28611,ThTa2O7,1.958593711522607,0.2641884502206908,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron",2i,2,7.0,Ta,0.0,True
mp-28653,NdTa3O9,1.921825793626968,0.3971122723922866,[6.0],5.0,5.0,5.0,Octahedron,"4f, 2a",1,6.0,Ta,0.0,True
mp-28752,Ta7Cu3O19,1.9195646944265288,0.5726038377384357,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2b, 12i",2,6.0,Ta,0.0,True
mp-28752,Ta7Cu3O19,1.9195646944265288,0.5726038377384357,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2b, 12i",2,7.0,Ta,0.0,True
mp-29368,Th2Ta2O9,1.9538357689986472,0.3425946749854122,[6.0],5.0,5.0,5.0,Octahedron,"2b, 4c, 2a",1,6.0,Ta,0.0,True
mp-29680,Ta2Bi4O11,1.9221163400264465,0.3824703217500536,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Ta,0.0,True
mp-29747,Ta4Mn11O21,1.909455277780048,0.6109243842661585,[6.0],5.0,5.0,5.0,Octahedron,"4c, 4d",1,6.0,Ta,0.0,True
mp-3033,RbTaO3,1.834871144757988,0.9580241542196568,[6.0],5.0,5.0,5.0,Octahedron,"2i, 2g",1,6.0,Ta,0.0,True
mp-3079,CaTa4O11,1.8381595950257728,0.9335981416383528,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","6g, 2c",2,6.0,Ta,0.0,True
mp-3079,CaTa4O11,1.8381595950257728,0.9335981416383528,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","6g, 2c",2,7.0,Ta,0.0,True
mp-30900,TaBiO4,1.927249017190464,0.717076184841766,[6.0],5.0,5.0,5.0,Octahedron,4d,1,6.0,Ta,0.0,True
mp-31415,La3TaO7,1.99108868738682,0.0335497136310219,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Ta,0.0,True
mp-31416,Ho3TaO7,1.9333744998703195,0.2404323135943603,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-31417,Nd3TaO7,1.9603295025080385,0.2063763848930207,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-3151,Li3TaO4,1.7146053707718985,1.861691218802888,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ta,0.0,True
mp-31630,Ba2TaCrO6,1.8234531046446047,1.0674427898134913,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ta,0.0,True
mp-3180,Ta2Te2O9,1.919633872320598,0.3133713876313382,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ta,0.0,True
mp-31909,Ta2Mn3O8,1.94586133047412,0.5282398721395025,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True
mp-3203,NdTaO4,1.8710697401874152,1.2402825356217426,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Ta,0.0,True
mp-32310,Ba3Ta2NiO9,1.7723069102967195,1.3733467507978605,[6.0],5.0,5.0,5.0,Octahedron,8d,1,6.0,Ta,0.0,True
mp-3285,Na2Ta4O11,1.7770199456193183,1.0944239211160378,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2b, 6e",2,6.0,Ta,0.0,True
mp-3285,Na2Ta4O11,1.7770199456193183,1.0944239211160378,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","2b, 6e",2,7.0,Ta,0.0,True
mp-33508,TaGaO4,1.9126144982663007,0.8667095707657563,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-3444,ErTaO4,1.873256935351958,1.1730039021839265,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Ta,0.0,True
mp-3756,SmTaO4,1.8662071807879763,1.697310228237762,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-3858,NaTaO3,1.9752650708760828,0.0496074239952344,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Ta,0.0,True
mp-39387,SrLiTa2O6F,1.960992115285672,0.182501002399661,[6.0],5.0,5.0,5.0,Octahedron,"2d, 2a",1,6.0,Ta,0.0,True
mp-39511,LiCaTa2O6F,1.9598217308373216,0.1536689709881078,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-39712,NaCaTaTiO6,1.9771511189552071,0.1287126692603092,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-39933,TaFeO4,1.8947146032239128,0.8865318821263056,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-3998,LaTaO4,1.8814560668489813,0.7582458345305882,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-40160,Ba10Ta10(N3O7)3,2.231260085853435,-0.5682875576417112,"[4.0, 5.0]",4.9,4.9,4.9,Octahedron,2t,1,4.0,Ta,0.0,True
mp-40160,Ba10Ta10(N3O7)3,2.231260085853435,-0.5682875576417112,"[4.0, 5.0]",4.9,4.9,4.9,Octahedron,2t,1,5.0,Ta,0.0,True
mp-40519,Na3Sr7Ta3Ti7O30,1.9260571334525445,0.3441195333478758,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Ta,0.0,True
mp-4271,EuTaO4,1.867681761811109,1.6311457987570308,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-4344,HoTaO4,1.8671740984193552,1.619125152329706,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-4421,LaTaO4,1.649568774857744,2.034483961282832,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ta,0.0,True
mp-4675,NaTaO3,1.9814511864646107,-0.0083860794482695,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-4699,NaTaO3,1.9752463450574795,0.0375334283584909,[6.0],5.0,5.0,5.0,Octahedron,4d,1,6.0,Ta,0.0,True
mp-4718,NdTaO4,1.8660381181692496,1.7387945836500047,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-4875,GdTaO4,1.8731752862907407,1.192975054459128,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Ta,0.0,True
mp-504554,Ba5Ta4O15,1.7761764217254097,1.3709682684405804,[6.0],5.0,5.0,5.0,Octahedron,"2d, 2c",1,6.0,Ta,0.0,True
mp-505070,CeTa3O9,1.8908485261686303,0.547274610700255,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","4j, 2e",2,6.0,Ta,0.0,True
mp-505070,CeTa3O9,1.8908485261686303,0.547274610700255,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","4j, 2e",2,7.0,Ta,0.0,True
mp-505434,EuTa2O6,1.7620849971110015,1.4821718809732434,[6.0],5.0,5.0,5.0,Octahedron,8d,1,6.0,Ta,0.0,True
mp-530658,Ta24Cu13O72,1.9535359208215968,0.2685313928204228,[6.0],5.0,5.0,5.0,Octahedron,4o,1,6.0,Ta,0.0,True
mp-5308,LaTa3O9,1.8695192181757376,0.6809573204891357,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","4a, 8d",2,6.0,Ta,0.0,True
mp-5308,LaTa3O9,1.8695192181757376,0.6809573204891357,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","4a, 8d",2,7.0,Ta,0.0,True
mp-530850,Ta2CuO6,1.9378579352738383,0.3475120868809752,[6.0],5.0,5.0,5.0,Octahedron,8A,1,6.0,Ta,0.0,True
mp-531071,NaTa4O8,1.971870498847,0.2328894947222214,"[4.0, 4.0, 6.0]",3.6666666666666665,3.0,4.0,"Square non-coplanar, Octahedron","8g, 2a",2,4.0,Ta,1.0,False
mp-531071,NaTa4O8,1.971870498847,0.2328894947222214,"[4.0, 4.0, 6.0]",3.6666666666666665,3.0,4.0,"Square non-coplanar, Octahedron","8g, 2a",2,4.0,Ta,1.0,False
mp-531071,NaTa4O8,1.971870498847,0.2328894947222214,"[4.0, 4.0, 6.0]",3.6666666666666665,3.0,4.0,"Square non-coplanar, Octahedron","8g, 2a",2,6.0,Ta,1.0,False
mp-531119,Ta2Zn4O9,1.9206246610726,0.4991442925586028,[6.0],5.0,5.0,5.0,Octahedron,"1a, 2i, 1b",1,6.0,Ta,0.0,True
mp-531291,Ta16(Cu3O16)3,1.946091149096438,0.3109894026085764,[6.0],5.0,5.0,5.0,Octahedron,8p,1,6.0,Ta,0.0,True
mp-531656,Ta32Cu17O96,1.963665194120093,0.2108282159278249,[6.0],5.0,5.0,5.0,Octahedron,8A,1,6.0,Ta,0.0,True
mp-532289,Ta2CuO6,1.936505251561088,0.3570948146977025,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-534838,Ca10Ta3Ti4Al3(SiO5)10,1.9138578444521464,0.4404009144370916,[6.0],5.0,5.0,5.0,Octahedron,"2i, 1b",1,6.0,Ta,0.0,True
mp-5377,YTaO4,1.8725798454243017,1.1817071049756638,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Ta,0.0,True
mp-540716,Ta2MnO6,1.9576995419424776,0.8501603162317795,[6.0],5.0,5.0,5.0,Octahedron,8d,1,6.0,Ta,0.0,True
mp-540795,Ba3SrTa2O9,1.7250444709764252,1.6726731969427568,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ta,0.0,True
mp-540950,Ba3SrTa2O9,1.82632794115578,0.9852724353853668,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ta,0.0,True
mp-541373,KTa3CuO9,1.927232782299141,0.4071870280662127,[6.0],5.0,5.0,5.0,Octahedron,"4g, 8i",1,6.0,Ta,0.0,True
mp-541462,SrTa4O11,1.8207689911156728,1.033962518733291,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","6g, 2c",2,6.0,Ta,0.0,True
mp-541462,SrTa4O11,1.8207689911156728,1.033962518733291,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","6g, 2c",2,7.0,Ta,0.0,True
mp-541600,RbLaTa2O7,1.97401434708628,0.4737840852851473,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Ta,0.0,True
mp-541740,TaPO5,1.895115530835268,0.3357178976312653,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-542069,Cs8Ta6O19,1.9089358540500432,0.4211775676399362,[6.0],5.0,5.0,5.0,Octahedron,"2e, 4h",1,6.0,Ta,0.0,True
mp-545544,Ba2TaBiO6,2.016929749050512,-0.0119900886303967,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Ta,0.0,True
mp-5461,Rb3TaO8,1.382831265074503,1.386663254037786,[8.0],5.0,5.0,5.0,Dodecahedron with triangular faces - p2345 plane normalized,1a,1,8.0,Ta,0.0,True
mp-5489,LuTaO4,1.875548792502408,1.1033040201699411,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Ta,0.0,True
mp-5503,ErTaO4,1.8674743943825232,1.614363779594394,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-554207,TaBi4BrO8,1.9248378954728496,0.7266159179178887,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Ta,0.0,True
mp-554412,RbTa(PO4)2,2.272066539128735,-1.6124628773669365,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Ta,0.0,True
mp-554593,TbTaO4,1.866845330629289,1.642362290064328,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-554623,Sm2Ta2Cl2O7,1.8759987522326889,1.033438874004936,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Ta,0.0,True
mp-554669,Ba3Ta2CdO9,1.7311134542212734,1.595666010261589,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ta,0.0,True
mp-554675,SrTa2Bi2O9,1.886945917249593,0.7335092733353574,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-555105,Ta9Pb12O20F29,1.9463816847319264,0.3718324568448371,"[4.0, 5.0]",5.0,5.0,5.0,Octahedron,"1a, 4h",1,4.0,Ta,0.0,True
mp-555105,Ta9Pb12O20F29,1.9463816847319264,0.3718324568448371,"[4.0, 5.0]",5.0,5.0,5.0,Octahedron,"1a, 4h",1,5.0,Ta,0.0,True
mp-555150,KTa(BO3)2,2.088819964046699,-0.2809315073894704,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-556340,CaTaNO2,1.566121259587129,2.110835785991753,[4.0],5.0,5.0,5.0,Octahedron,4c,1,4.0,Ta,0.0,True
mp-556489,Ta2SnO6,1.956648529010452,0.5097404776754767,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-556697,CaTa2Bi2O9,1.9023068228613509,0.8037346579036582,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Ta,0.0,True
mp-557028,Sr2LaTa3O11,1.8805422980677904,0.6498083103927635,[6.0],5.0,5.0,5.0,Octahedron,"2i, 1b",1,6.0,Ta,0.0,True
mp-557186,CsTa2P5O18,1.923125475785525,0.2073314530269019,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Ta,0.0,True
mp-5575,GdTaO4,1.8677253701353933,1.629521782578059,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-557861,Li2CaTa2O7,1.898801167979264,0.5537308790613449,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-557914,DyTaO4,1.867296149288718,1.620044749033461,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Ta,0.0,True
mp-558054,SrLi2Ta2O7,1.86331498451734,0.6942158558312983,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Ta,0.0,True
mp-558248,PrTa3O9,1.922830452035472,0.3930951985669673,[6.0],5.0,5.0,5.0,Octahedron,"4f, 2a",1,6.0,Ta,0.0,True
