material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,N_wyckoff,num_N_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1202512,PrH12(NO5)3,1.3196656836488438,0.1175987549845615,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,26.0,3.0,1.239989805574939,1.2716600526217146,1.260980249420168,0.014843250314835953,0.03167024704677557,119.996960620071,1.9782297023861277,117.22169610846238,121.69040213188045,3.0,1.0,1,Trigonal plane
mp-1202512,PrH12(NO5)3,1.3196656836488438,0.1175987549845615,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,27.0,3.0,1.2399898055749385,1.2716600526217134,1.2609802494201683,0.014843250314836407,0.0316702470467749,119.996960620071,1.9782297023861277,117.22169610846238,121.69040213188045,3.0,1.0,2,Trigonal plane
mp-1202556,Tb(NO3)3,1.7853867530888192,1.0321038319613345,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1202729,CaH8(NO5)2,1.2964912039348058,0.0586866187207995,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1203247,Gd(NO3)3,1.8452076709092764,1.1316876053005678,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1203296,AlH12(NO5)3,1.3607036253488718,0.1964268982463562,[3.0],5.0,5.0,5.0,Trigonal plane,"4f, 2e",1,3.0,N,0.0,True,26.0,3.0,1.256025457111766,1.266199536654367,1.2595586672303718,0.004699016450533307,0.010174079542601078,28.62468241754249,10.123551968548291,14.952047655287018,39.13846505116676,3.0,1.0,1,Trigonal plane
mp-1203296,AlH12(NO5)3,1.3607036253488718,0.1964268982463562,[3.0],5.0,5.0,5.0,Trigonal plane,"4f, 2e",1,3.0,N,0.0,True,27.0,3.0,1.2560254571117693,1.2661995366543668,1.2595586672303722,0.00469901645053271,0.010174079542597525,119.99999996670532,0.9705089064466063,118.8695673640928,121.23932523876579,3.0,1.0,2,Trigonal plane
mp-1203296,AlH12(NO5)3,1.3607036253488718,0.1964268982463562,[3.0],5.0,5.0,5.0,Trigonal plane,"4f, 2e",1,3.0,N,0.0,True,28.0,3.0,1.2560254571117675,1.2661995366543675,1.2595586672303716,0.004699016450533617,0.010174079542599967,28.624682417542505,10.123551968548304,14.952047655287018,39.13846505116679,3.0,1.0,3,Trigonal plane
mp-1203296,AlH12(NO5)3,1.3607036253488718,0.1964268982463562,[3.0],5.0,5.0,5.0,Trigonal plane,"4f, 2e",1,3.0,N,0.0,True,29.0,3.0,1.2560254571117666,1.2661995366543692,1.2595586672303725,0.004699016450534382,0.010174079542602632,119.99999996670532,0.9705089064465744,118.8695673640928,121.23932523876572,3.0,1.0,4,Trigonal plane
mp-1203703,Tm(NO3)3,1.8504806022051223,1.1426837296099208,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1203834,Cu2H10N4O17,1.3098044352673848,0.0808992181404394,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,24.0,3.0,1.2539725151571965,1.3004231476615444,1.2707084405833928,0.021067382290962604,0.04645063250434789,45.776224244247125,26.101704300092152,9.236391587827438,68.58254037128505,3.0,1.0,1,Trigonal plane
mp-1203834,Cu2H10N4O17,1.3098044352673848,0.0808992181404394,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,25.0,3.0,1.2539725413081602,1.3004231324283135,1.2707084481573572,0.02106736578020768,0.04645059112015337,79.0439918734253,33.15676245360172,37.10460844185826,118.17607419842817,3.0,1.0,2,Trigonal plane
mp-1203834,Cu2H10N4O17,1.3098044352673848,0.0808992181404394,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,26.0,3.0,1.2539725151571983,1.3004231476615438,1.2707084405833928,0.021067382290962,0.046450632504345446,45.77622424424712,26.10170430009214,9.236391587827438,68.58254037128505,3.0,1.0,3,Trigonal plane
mp-1203834,Cu2H10N4O17,1.3098044352673848,0.0808992181404394,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,27.0,3.0,1.253972541308162,1.3004231324283135,1.2707084481573578,0.021067365780207164,0.046450591120151596,79.04399187342533,33.15676245360174,37.10460844185825,118.17607419842821,3.0,1.0,4,Trigonal plane
mp-1203930,Sm(NO3)3,1.6809383725639675,0.8111071791375414,[3.0],5.0,5.0,5.0,no_data,no_data,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,no_data
mp-1203963,RbUCrNO9,1.4413863222877208,0.3394121515527204,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,12.0,3.0,1.226903821081052,1.2911763644787648,1.269359397284873,0.030024479957764003,0.06427254339771293,81.83847466936682,32.813638153152006,41.816019501036955,122.19066056412419,2.0,0.6666666666666666,1,Trigonal plane
mp-1203963,RbUCrNO9,1.4413863222877208,0.3394121515527204,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,13.0,3.0,1.2269038210810508,1.291176364478764,1.2693593972848722,0.030024479957764413,0.06427254339771316,119.99999530960804,3.5310992692883847,115.01831061629301,122.79101474840694,2.0,0.6666666666666666,2,Trigonal plane
mp-1203963,RbUCrNO9,1.4413863222877208,0.3394121515527204,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,14.0,3.0,1.226903821081051,1.2911763644787648,1.2693593972848725,0.03002447995776458,0.06427254339771382,81.83847466936685,32.81363815315201,41.816019501036976,122.19066056412422,2.0,0.6666666666666666,3,Trigonal plane
mp-1203963,RbUCrNO9,1.4413863222877208,0.3394121515527204,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,15.0,3.0,1.2269038210810512,1.2911763644787635,1.269359397284873,0.030024479957764454,0.06427254339771227,119.99999530960804,3.53109926928841,115.01831061629298,122.791014748407,2.0,0.6666666666666666,4,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,48.0,3.0,1.2572754994397908,1.2748335596969331,1.2665177995900214,0.00719792689308368,0.01755806025714235,119.99999297559434,1.8125755326008859,117.66261973572954,122.08008501862231,3.0,1.0,1,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,49.0,3.0,1.2572754994397906,1.2748335596969311,1.2665177995900208,0.0071979268930830054,0.017558060257140573,93.03134109240843,22.297114527048528,63.665274836363444,117.66261973572958,3.0,1.0,2,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,50.0,3.0,1.2572754994397923,1.274833559696936,1.2665177995900219,0.007197926893083965,0.01755806025714368,78.60445738570822,27.634987957974197,57.899023994905455,117.66261973572958,3.0,1.0,3,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,51.0,3.0,1.2572754994397906,1.2748335596969314,1.2665177995900205,0.007197926893083053,0.017558060257140795,81.64462323739309,27.26163533162581,51.726675092613135,117.66261973572954,3.0,1.0,4,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,52.0,3.0,1.2460600221192117,1.2910871222064877,1.268605441627681,0.018382291887497914,0.04502710008727595,94.80024380384567,22.486206508970838,66.82282363985102,121.88063809650141,3.0,1.0,5,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,53.0,3.0,1.246060022119213,1.291087122206488,1.2686054416276817,0.01838229188749746,0.04502710008727484,119.99998901035178,1.4346302794075072,118.40041085980658,121.88063809650141,3.0,1.0,6,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,54.0,3.0,1.246060022119218,1.2910871222064868,1.2686054416276815,0.018382291887495007,0.045027100087268845,119.9999890103518,1.4346302794075194,118.40041085980658,121.88063809650144,3.0,1.0,7,Trigonal plane
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True,55.0,3.0,1.246060022119214,1.2910871222064888,1.2686054416276817,0.018382291887497456,0.04502710008727484,94.80024380384567,22.48620650897085,66.822823639851,121.88063809650141,3.0,1.0,8,Trigonal plane
mp-1204303,Cs2K2Pd2N8O25,1.450070770468205,0.3514815985867312,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1204580,NdH6SNO10,1.313031564347846,0.1074583635868782,[3.0],5.0,5.0,5.0,"Trigonal plane, Square-face monocapped antiprism",2e,2,3.0,N,0.0,True,16.0,3.0,1.238549254652133,1.2694644538424391,1.2591593874456704,0.014573564659465358,0.030915199190306053,119.99438752285634,2.20772208724038,116.87219700513036,121.55548278171935,3.0,1.0,1,"Trigonal plane, Square-face monocapped antiprism"
mp-1204580,NdH6SNO10,1.313031564347846,0.1074583635868782,[3.0],5.0,5.0,5.0,"Trigonal plane, Square-face monocapped antiprism",2e,2,3.0,N,0.0,True,17.0,3.0,1.2385492546521348,1.2694644538424378,1.25915938744567,0.01457356465946405,0.030915199190302944,119.99438752285634,2.2077220872403736,116.87219700513037,121.55548278171935,3.0,1.0,2,"Trigonal plane, Square-face monocapped antiprism"
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,44.0,3.0,1.2599810332193107,1.2707720639604716,1.2658412502222225,0.004454168754133192,0.010791030741160945,119.9990679742125,0.4860924820750776,119.47996283289633,120.64891048951328,2.0,0.6666666666666666,1,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,45.0,3.0,1.2599810332193109,1.2707720639604725,1.2658412502222232,0.004454168754133438,0.010791030741161611,119.99906797421248,0.48609248207513206,119.47996283289628,120.64891048951336,2.0,0.6666666666666666,2,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,46.0,3.0,1.2599810332193127,1.2707720639604714,1.2658412502222232,0.004454168754132188,0.010791030741158725,119.9990679742125,0.4860924820751081,119.47996283289636,120.64891048951336,2.0,0.6666666666666666,3,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,47.0,3.0,1.259981033219313,1.270772063960471,1.2658412502222232,0.004454168754131844,0.010791030741157837,119.9990679742125,0.48609248207504857,119.47996283289643,120.64891048951328,2.0,0.6666666666666666,4,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,48.0,3.0,1.2519273692265076,1.2867881912369046,1.2718801156222512,0.014672099492513791,0.034860822010396975,119.99984276834054,1.2112896065130776,118.37611183227409,121.28442078297634,0.0,0.0,5,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,49.0,3.0,1.2519273692265067,1.2867881912369028,1.2718801156222501,0.014672099492513439,0.034860822010396086,119.99984276834056,1.211289606513104,118.37611183227408,121.2844207829764,0.0,0.0,6,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,50.0,3.0,1.251927369226506,1.2867881912369032,1.2718801156222497,0.014672099492513763,0.0348608220103972,119.99984276834054,1.2112896065131074,118.37611183227402,121.28442078297631,0.0,0.0,7,Trigonal plane
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,51.0,3.0,1.2519273692265065,1.286788191236905,1.271880115622251,0.01467209949251447,0.03486082201039853,119.99984276834054,1.2112896065131147,118.37611183227402,121.28442078297634,0.0,0.0,8,Trigonal plane
mp-1204994,H4Pd(NO4)2,1.343834090533829,0.15273177339004,[3.0],5.0,5.0,5.0,Trigonal plane,8c,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1205029,Rb2NdH8N5O19,1.5983585632306938,0.6453643131151707,[3.0],5.0,5.0,5.0,"Icosahedron, Trigonal plane",2a,2,3.0,N,0.0,True,,,,,,,,,,,,,,0,"Icosahedron, Trigonal plane"
mp-1205113,VN3O10,1.4416205493707042,0.3556329625130066,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1205168,NiH8(NO5)2,1.3096351941899118,0.0878014958623146,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","1h, 1a, 2i",2,3.0,N,0.0,True,,,,,,,,,,,,,,0,"Trigonal plane, Octahedron"
mp-1205242,La(NO3)3,1.6876554117863407,0.821301517746261,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1208149,ThH6(NO5)2,1.3374207076630775,0.1390901827783604,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1209584,Rb2Th(NO3)6,1.6246243698917708,0.6977599488342984,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1210467,Na3H2SNO8,1.279045067924822,0.0234873990754439,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron, Pentagonal bipyramid","4f, 2e",3,3.0,N,0.0,True,12.0,3.0,1.2561919443004368,1.2598647715074478,1.2585660587551235,0.0016812260484982472,0.003672827207011009,63.25850424929086,34.20765209607921,15.743121091651032,94.88775637393628,3.0,1.0,1,"Trigonal plane, Octahedron, Pentagonal bipyramid"
mp-1210467,Na3H2SNO8,1.279045067924822,0.0234873990754439,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron, Pentagonal bipyramid","4f, 2e",3,3.0,N,0.0,True,13.0,3.0,1.2561919443004368,1.2598647715074474,1.2585660587551237,0.0016812260484982274,0.003672827207010565,63.258504249290866,34.207652096079194,15.743121091651059,94.8877563739363,3.0,1.0,2,"Trigonal plane, Octahedron, Pentagonal bipyramid"
mp-1211215,Li2Nd(NO3)5,1.8234557653994856,1.0889315687512051,[3.0],5.0,5.0,5.0,"Icosahedron, Trigonal plane","4e, 2c, 2a, 4g, 8h",2,3.0,N,0.0,True,,,,,,,,,,,,,,0,"Icosahedron, Trigonal plane"
mp-1211252,Li2La(NO3)5,1.8248796552610724,1.0908526468882238,[3.0],5.0,5.0,5.0,Trigonal plane,"4g, 8h, 4e",1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1211322,Li2Sm(NO3)5,1.7778643309686324,0.9989431931098112,[3.0],5.0,5.0,5.0,Trigonal plane,"4g, 8h, 4e",1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,16.0,3.0,1.2385871556469044,1.2864332421408489,1.2691922965609268,0.021698898372843684,0.047846086493944506,119.99997664971552,3.311132119266135,115.33493721703417,122.68384972878356,2.0,0.6666666666666666,1,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,17.0,3.0,1.238587155646905,1.286433242140848,1.2691922965609268,0.02169889837284323,0.04784608649394295,119.99997664971552,3.3111321192661194,115.3349372170342,122.6838497287836,2.0,0.6666666666666666,2,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,18.0,3.0,1.2385871556469077,1.2864332421408473,1.269192296560927,0.02169889837284148,0.04784608649393962,119.99997664971552,3.311132119266057,115.3349372170343,122.68384972878358,2.0,0.6666666666666666,3,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,19.0,3.0,1.238587155646905,1.2864332421408473,1.2691922965609264,0.021698898372842914,0.047846086493942286,119.99997664971552,3.31113211926614,115.33493721703417,122.68384972878363,2.0,0.6666666666666666,4,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,20.0,3.0,1.2195970817917092,1.2966987951051605,1.269912305436913,0.035603085455113787,0.07710171331345128,119.99996717452512,4.255012422643467,114.00263661474317,123.42491369116529,2.0,0.6666666666666666,5,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,21.0,3.0,1.2195970817917092,1.2966987951051612,1.269912305436913,0.03560308545511381,0.07710171331345195,119.99996717452512,4.255012422643439,114.00263661474322,123.42491369116536,2.0,0.6666666666666666,6,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,22.0,3.0,1.2195970817917057,1.29669879510516,1.2699123054369126,0.035603085455115834,0.07710171331345439,119.99996717452514,4.255012422643569,114.00263661474304,123.42491369116544,2.0,0.6666666666666666,7,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,23.0,3.0,1.2195970817917092,1.2966987951051607,1.269912305436913,0.03560308545511384,0.0771017133134515,119.99996717452514,4.255012422643506,114.00263661474312,123.42491369116536,2.0,0.6666666666666666,8,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,32.0,3.0,1.2399955524631634,1.2947590135218936,1.2668188430418932,0.02237103383571654,0.0547634610587302,84.5189130496908,38.51825160068163,30.7515312643964,118.97129283315088,3.0,1.0,9,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,33.0,3.0,1.2399955524631638,1.2947590135218934,1.2668188430418927,0.022371033835716297,0.054763461058729535,84.51891304969084,38.5182516006816,30.75153126439649,118.9712928331509,3.0,1.0,10,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,34.0,3.0,1.239995552463163,1.2947590135218932,1.2668188430418927,0.02237103383571654,0.0547634610587302,119.99923322263685,3.2774098730098484,116.59917389139243,124.42723294336724,3.0,1.0,11,Trigonal plane
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,35.0,3.0,1.2399955524631634,1.2947590135218936,1.2668188430418927,0.022371033835716564,0.0547634610587302,119.99923322263685,3.277409873009918,116.59917389139231,124.42723294336731,3.0,1.0,12,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,16.0,3.0,1.2403336287027809,1.2852404415219627,1.2690886484247812,0.02038441316973446,0.04490681281918185,119.99998574787146,3.3030743659211446,115.34994530153514,122.71009464366612,2.0,0.6666666666666666,1,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,17.0,3.0,1.2403336287027802,1.2852404415219614,1.2690886484247814,0.020384413169735063,0.044906812819181186,119.99998574787146,3.3030743659213,115.34994530153492,122.71009464366625,2.0,0.6666666666666666,2,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,18.0,3.0,1.2403336287027775,1.2852404415219625,1.269088648424781,0.02038441316973661,0.04490681281918496,119.99998574787146,3.303074365921336,115.34994530153486,122.7100946436662,2.0,0.6666666666666666,3,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,19.0,3.0,1.2403336287027784,1.2852404415219625,1.2690886484247812,0.020384413169736097,0.04490681281918407,119.99998574787146,3.3030743659213244,115.34994530153489,122.71009464366625,2.0,0.6666666666666666,4,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,20.0,3.0,1.222549198000491,1.2946520415946983,1.2696724851303218,0.03334130190850204,0.07210284359420727,119.99988633095535,4.333682306967993,113.8941752730408,123.51254928105338,2.0,0.6666666666666666,5,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,21.0,3.0,1.2225491980004939,1.2946520415946976,1.2696724851303223,0.03334130190850017,0.07210284359420371,119.99988633095533,4.333682306967822,113.89417527304104,123.51254928105334,2.0,0.6666666666666666,6,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,22.0,3.0,1.2225491980004912,1.294652041594699,1.2696724851303225,0.0333413019085023,0.07210284359420771,119.99988633095535,4.333682306968084,113.89417527304067,123.51254928105354,2.0,0.6666666666666666,7,Trigonal plane
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,23.0,3.0,1.2225491980004912,1.2946520415946967,1.269672485130321,0.0333413019085013,0.07210284359420549,119.99988633095533,4.33368230696791,113.89417527304091,123.51254928105341,2.0,0.6666666666666666,8,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,16.0,3.0,1.2402106494393197,1.2851864384341274,1.2689558762278204,0.02038247647907352,0.0449757889948077,119.99995250101715,3.142408893665274,115.56576086135338,122.47309296447968,2.0,0.6666666666666666,1,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,17.0,3.0,1.2402106494393188,1.285186438434128,1.2689558762278206,0.020382476479074253,0.04497578899480925,119.99995250101715,3.142408893665221,115.56576086135345,122.47309296447965,2.0,0.6666666666666666,2,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,18.0,3.0,1.2402106494393197,1.2851864384341267,1.2688721119655286,0.020331326002751136,0.04497578899480703,119.99996120113595,3.148296053778484,115.55773714965075,122.48114277653889,2.0,0.6666666666666666,3,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,19.0,3.0,1.240210649439319,1.2851864384341274,1.2689558762278204,0.020382476479073968,0.04497578899480836,119.99995250101715,3.1424088936652046,115.56576086135348,122.47309296447959,2.0,0.6666666666666666,4,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,20.0,3.0,1.2241435968244094,1.294952888766208,1.2703582867127483,0.03270127525358033,0.07080929194179864,119.99999945028168,4.014937539120107,114.34315675031779,123.25231131142507,2.0,0.6666666666666666,5,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,21.0,3.0,1.2241435968244085,1.2949528887662058,1.2703582867127474,0.03270127525358029,0.0708092919417973,119.99999945028166,4.014937539120074,114.34315675031783,123.25231131142507,2.0,0.6666666666666666,6,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,22.0,3.0,1.2241435968244094,1.2949528887662054,1.2703582867127474,0.03270127525357962,0.07080929194179597,119.99999945028168,4.014937539120029,114.3431567503179,123.25231131142507,2.0,0.6666666666666666,7,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,23.0,3.0,1.2241435968244085,1.2949528887662067,1.2703582867127474,0.03270127525358027,0.07080929194179819,119.99999945028168,4.0149375391200515,114.34315675031787,123.25231131142505,2.0,0.6666666666666666,8,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,32.0,3.0,1.2404310604475066,1.2933356549925004,1.2665452609899852,0.02160350217270481,0.052904594544993744,84.53439290069105,38.55062999720869,30.74959821248328,119.14841604724306,3.0,1.0,9,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,33.0,3.0,1.2404310604475086,1.2933356549925004,1.266545260989986,0.021603502172704,0.052904594544991745,84.53439290069106,38.5506299972086,30.749598212483402,119.14841604724296,3.0,1.0,10,Trigonal plane
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,34.0,3.0,1.2404310604475082,1.2933356549925017,1.2665452609899868,0.021603502172704726,0.05290459454499352,119.99930924187106,3.1206121155942985,116.67451377466547,124.17499790370476,3.0,1.0,11,Trigonal plane
