material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,S_wyckoff,num_S_chemenvs,CN,element,charge_range,is_single_charge
mp-2714062,NaAlZn(SO4)3,1.647843403093044,0.4061148383578519,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714063,Na2TiZn3(SO4)6,1.6216659458297336,0.3340011839415518,[4.0],6.0,6.0,6.0,Tetrahedron,3d,1,4.0,S,0.0,True
mp-2714075,NaIn4PS5O24,1.5962158348926172,0.2824299568416702,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714077,NaYMg(SO4)3,1.568276582685305,0.2114486886920139,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714080,Na2Mg4Zr4SiS11O48,1.5900467509804013,0.2663794084547118,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714082,NaZn2Ge2PS5O24,1.6192203500608149,0.3290051916372631,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714083,NaAl2In2PS5O24,1.5707729936247803,0.2222634878381492,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714085,Na2Hf4Zn4SiS11O48,1.5880888021904085,0.2598388706779301,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714086,NaY2Sc2PS5O24,1.5921252253212426,0.2710676997413359,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714087,Na2Ga8SiS11O48,1.590662108997965,0.2687084304781167,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714088,Na2Mg4Ti4SiS11O48,1.5909487511035516,0.269425911522091,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714090,Na2Zn4SiSn4S11O48,1.6006867689735973,0.2837950264585342,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714094,NaLa2Y2PS5O24,1.6086475495347463,0.3077644117212543,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2714095,Na2Y4In4SiS11O48,1.5800074982039398,0.2404163231614583,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714098,NaCaIn(SO4)3,1.6411192912110475,0.3850468695244002,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714106,Na2Ca4SiSn4S11O48,1.611891230254653,0.3151762927919519,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714113,NaMgGa(SO4)3,1.6538620771886194,0.4218445880564831,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714120,Na2Zn3Sn(SO4)6,1.627219487506079,0.3421652728031087,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron","3d, 1b, 1a",2,4.0,S,0.0,True
mp-2714122,NaZnGa(SO4)3,1.6383622660111836,0.3817299086203543,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714124,NaGa4PS5O24,1.5841133930836595,0.2551893912600918,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714126,Na2La8SiS11O48,1.5942802603173436,0.2627761036019015,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714133,NaLa2In2PS5O24,1.586430009593116,0.2459621981900197,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2714136,NaYZn(SO4)3,1.5333679763827237,0.1153155718032687,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714138,NaLa2Sc2PS5O24,1.5862080312422662,0.2496542748157609,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714142,NaCaSc(SO4)3,1.6591981262091615,0.4299268352454574,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron","6a, 18b",2,4.0,S,0.0,True
mp-2714143,NaCa2Sn2PS5O24,1.625898091733022,0.3444829769239709,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714148,Na2Mg3Ge(SO4)6,1.64974854642402,0.4068198361388402,[4.0],6.0,6.0,6.0,Tetrahedron,3d,1,4.0,S,0.0,True
mp-2714149,NaMgAl(SO4)3,1.646205395757249,0.4041088154260169,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714151,NaScZn(SO4)3,1.5806193796041792,0.2389642008743625,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron","6a, 18b",2,4.0,S,0.0,True
mp-2714152,Na2La4Sc4SiS11O48,1.5795209902980487,0.2331996818594341,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714164,NaLaMg(SO4)3,1.538250423975705,0.1275622758570453,[4.0],6.0,6.0,6.0,Tetrahedron,18b,1,4.0,S,0.0,True
mp-2714166,NaMg2Sn2PS5O24,1.6085566700362608,0.3088793202677896,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2714171,Na2Ca3Hf(SO4)6,1.615057273489318,0.3228918841866313,[4.0],6.0,6.0,6.0,Tetrahedron,3d,1,4.0,S,0.0,True
